Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Steve Bucknall,LAL,18.0,4.2,0.5,1.8,0.273,0.0,0.0,0.5,0.281,0.273,0.3,0.3,0.833,0.3,0.1,0.4,0.6,0.1,0.1,0.6,1.3,1989-90,7,0.34,0.03,0
Greg Dreiling,IND,49.0,6.3,0.4,1.1,0.377,0.0,,0.4,0.377,0.377,0.5,0.7,0.735,0.4,1.3,1.8,0.2,0.1,0.3,0.4,1.3,1989-90,23,0.46,0.05,0
Chuck Nevitt,HOU,3.0,3.0,0.7,0.7,1.0,0.0,,0.7,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.3,0.0,0.3,0.7,1.3,1989-90,16,0.93,0.73,0
Brian Quinnett,NYK,31.0,6.2,0.6,1.9,0.328,0.0,0.0,0.6,0.339,0.328,0.1,0.1,0.667,0.3,0.6,0.9,0.4,0.1,0.1,0.1,1.3,1989-90,10,0.33,0.05,0
Corey Gaines,PHI,9.0,9.0,0.4,1.3,0.333,0.1,0.5,0.3,0.3,0.375,0.1,0.4,0.25,0.1,0.4,0.6,2.9,0.4,0.0,1.1,1.1,1989-90,15,0.37,0.3,0
Scott Hastings,DET,40.0,4.2,0.3,0.8,0.303,0.1,0.25,0.2,0.333,0.348,0.5,0.6,0.864,0.2,0.6,0.8,0.2,0.1,0.1,0.2,1.1,1989-90,5,0.52,0.04,0
Eric Johnson,UTA,48.0,5.7,0.4,1.8,0.238,0.0,0.167,0.4,0.244,0.244,0.3,0.4,0.765,0.2,0.4,0.6,1.3,0.4,0.0,0.5,1.1,1989-90,11,0.28,0.03,0
Leonard Taylor,GSW,10.0,3.7,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.6,0.688,0.4,0.8,1.2,0.1,0.0,0.0,0.5,1.1,1989-90,18,0.42,0.08,0
Raymond Brown,UTA,16.0,3.5,0.5,1.8,0.286,0.0,,0.5,0.286,0.286,0.0,0.1,0.0,0.6,0.3,0.9,0.3,0.0,0.0,0.4,1.0,1989-90,11,0.27,0.02,0
Clifford Lett,CHI,4.0,7.0,0.5,2.0,0.25,0.0,,0.5,0.25,0.25,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,1.0,1989-90,13,0.25,-0.18,0
Haywoode Workman,ATL,6.0,2.7,0.3,0.5,0.667,0.0,,0.3,0.667,0.667,0.3,0.3,1.0,0.0,0.5,0.5,0.3,0.5,0.0,0.0,1.0,1989-90,9,0.79,0.35,0
Duane Ferrell,ATL,14.0,2.1,0.4,1.0,0.357,0.0,0.0,0.4,0.385,0.357,0.1,0.4,0.333,0.2,0.3,0.5,0.1,0.1,0.0,0.1,0.9,1989-90,9,0.38,0.04,0
Jeff Sanders,CHI,31.0,5.9,0.4,1.3,0.325,0.0,,0.4,0.325,0.325,0.1,0.1,0.5,0.5,0.7,1.3,0.3,0.1,0.1,0.5,0.9,1989-90,13,0.33,0.04,0
Mike Williams,2TM,21.0,4.9,0.3,0.9,0.333,0.0,0.0,0.3,0.353,0.333,0.1,0.3,0.5,0.2,0.9,1.1,0.1,0.1,0.3,0.1,0.7,1989-90,-1,0.34,0.07,0
John Shasky,GSW,14.0,3.6,0.3,1.0,0.286,0.0,,0.3,0.286,0.286,0.1,0.4,0.333,0.3,0.6,0.9,0.1,0.1,0.1,0.1,0.7,1989-90,18,0.3,0.06,0
Michael Jackson,SAC,17.0,3.4,0.2,0.6,0.273,0.1,0.5,0.1,0.222,0.318,0.2,0.4,0.5,0.1,0.3,0.4,0.5,0.3,0.0,0.2,0.6,1989-90,24,0.39,0.06,0
Greg Butler,NYK,13.0,2.5,0.2,0.9,0.25,0.0,,0.2,0.25,0.25,0.0,0.2,0.0,0.2,0.5,0.7,0.1,0.0,0.0,0.2,0.5,1989-90,10,0.25,0.02,0
Rick Carlisle,NJN,5.0,4.2,0.2,1.4,0.143,0.0,0.0,0.2,0.25,0.143,0.0,0.0,,0.0,0.0,0.0,1.0,0.2,0.2,0.8,0.4,1989-90,25,0.14,-0.04,0
Greg Stokes,SAC,11.0,3.1,0.1,0.8,0.111,0.0,,0.1,0.111,0.111,0.2,0.2,1.0,0.2,0.3,0.5,0.0,0.0,0.0,0.3,0.4,1989-90,24,0.23,-0.01,0
Dexter Shouse,PHI,3.0,6.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.7,0.3,0.3,0.7,0.0,1989-90,15,0.0,-0.23,0
Mark Wade,DAL,1.0,3.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1989-90,22,,2.0,0
League Average,,,,,,0.476,,0.331,,0.488,0.489,,,0.764,,,,,,,,,1989-90,-1,,,0
