Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Maurice Lucas,LAL,77.0,22.7,3.9,8.5,0.462,0.0,0.5,3.9,0.462,0.463,2.3,3.0,0.783,2.1,5.2,7.4,1.1,0.6,0.3,1.6,10.2,1985-86,6,0.52,0.16,0
Bob McAdoo,PHI,29.0,21.0,4.0,8.7,0.462,0.0,,4.0,0.462,0.462,2.1,2.8,0.765,0.9,2.7,3.6,1.2,0.3,0.6,1.7,10.1,1985-86,8,0.51,0.3,0
Eddie Johnson,2TM,71.0,20.8,4.0,8.7,0.457,0.4,0.341,3.6,0.476,0.481,1.6,2.2,0.723,0.4,1.3,1.7,4.7,0.3,0.0,2.1,10.0,1985-86,-1,0.52,0.13,0
John Long,DET,62.0,19.0,4.3,8.8,0.482,0.0,0.188,4.2,0.491,0.484,1.4,1.7,0.856,0.8,0.8,1.6,1.3,0.7,0.2,1.0,10.0,1985-86,11,0.52,0.13,0
Otis Thorpe,SAC,75.0,22.3,3.9,6.6,0.587,0.0,,3.9,0.587,0.587,2.2,3.3,0.661,1.8,3.8,5.6,1.1,0.5,0.5,1.6,9.9,1985-86,-1,0.61,0.16,0
Sedale Threatt,PHI,70.0,25.1,4.4,9.8,0.453,0.0,0.042,4.4,0.468,0.454,1.1,1.3,0.833,0.3,1.4,1.7,2.8,1.3,0.1,1.5,9.9,1985-86,8,0.48,0.12,0
Alton Lister,MIL,81.0,22.4,3.9,7.1,0.551,0.0,0.0,3.9,0.553,0.551,2.0,3.3,0.602,2.5,4.9,7.3,1.2,0.6,1.8,2.0,9.8,1985-86,7,0.57,0.18,0
Edgar Jones,CLE,53.0,19.1,3.5,7.0,0.505,0.1,0.304,3.4,0.519,0.515,2.5,3.4,0.742,1.3,2.6,3.9,0.8,0.6,0.7,1.2,9.7,1985-86,19,0.57,0.19,0
Clint Richardson,IND,82.0,27.1,4.1,9.0,0.455,0.0,0.111,4.1,0.459,0.456,1.5,1.8,0.837,0.8,2.2,3.1,4.5,0.7,0.1,1.7,9.7,1985-86,26,0.5,0.14,0
Dave Corzine,CHI,67.0,25.5,3.8,7.7,0.491,0.0,0.25,3.8,0.497,0.494,1.9,2.6,0.743,2.0,4.5,6.5,2.2,0.4,0.8,1.6,9.6,1985-86,18,0.54,0.2,0
Charles Oakley,CHI,77.0,23.0,3.6,7.0,0.519,0.0,0.0,3.6,0.522,0.519,2.3,3.5,0.662,3.3,5.3,8.6,1.7,0.9,0.4,2.3,9.6,1985-86,18,0.56,0.19,0
Larry Smith,GSW,77.0,31.7,4.1,7.6,0.536,0.0,0.0,4.1,0.537,0.536,1.5,2.9,0.493,5.0,6.1,11.1,1.2,0.8,0.6,1.8,9.6,1985-86,27,0.54,0.22,0
Mike Evans,DEN,81.0,17.1,3.8,8.8,0.425,0.5,0.222,3.3,0.492,0.452,1.6,1.8,0.846,0.4,0.9,1.2,2.2,0.8,0.0,1.5,9.5,1985-86,9,0.5,0.09,0
Terry Tyler,SAC,71.0,23.3,4.2,9.1,0.455,0.0,0.0,4.2,0.457,0.455,1.2,1.6,0.75,1.5,2.9,4.4,1.3,0.9,1.5,1.3,9.5,1985-86,-1,0.48,0.15,0
Joe Dumars,DET,82.0,23.9,3.5,7.3,0.481,0.1,0.313,3.4,0.485,0.485,2.3,2.9,0.798,0.7,0.7,1.5,4.8,0.8,0.1,1.9,9.4,1985-86,11,0.55,0.13,0
Brad Davis,DAL,82.0,24.0,3.3,6.1,0.532,0.4,0.36,2.9,0.569,0.564,2.4,2.8,0.868,0.3,1.5,1.8,5.7,0.7,0.2,1.3,9.3,1985-86,12,0.63,0.16,0
Cliff Levingston,ATL,81.0,24.0,3.6,6.8,0.534,0.0,0.0,3.6,0.535,0.534,2.0,3.0,0.678,2.4,4.2,6.6,0.9,0.9,0.5,1.4,9.3,1985-86,21,0.57,0.16,0
Ron Anderson,2TM,77.0,21.8,4.0,8.2,0.494,0.0,0.222,4.0,0.498,0.495,1.1,1.6,0.669,1.7,1.9,3.6,1.9,0.7,0.1,1.1,9.2,1985-86,-1,0.52,0.13,0
Michael Cooper,LAL,82.0,27.7,3.3,7.4,0.452,0.8,0.387,2.6,0.476,0.504,1.8,2.1,0.865,0.5,2.4,3.0,5.7,1.1,0.5,1.8,9.2,1985-86,6,0.55,0.16,0
Franklin Edwards,LAC,73.0,20.4,3.6,7.9,0.454,0.0,0.111,3.6,0.46,0.455,1.8,2.1,0.874,0.3,0.8,1.2,3.5,1.2,0.1,1.9,9.0,1985-86,24,0.51,0.12,0
Greg Ballard,GSW,75.0,23.9,3.6,7.6,0.477,0.2,0.486,3.4,0.477,0.492,1.3,1.7,0.802,1.8,3.8,5.6,1.1,0.9,0.1,0.7,8.8,1985-86,27,0.53,0.15,0
Junior Bridgeman,LAC,58.0,20.0,3.4,7.8,0.441,0.1,0.333,3.3,0.446,0.448,1.8,2.1,0.891,0.5,1.6,2.1,1.9,0.5,0.1,1.2,8.8,1985-86,24,0.5,0.13,0
Tim McCormick,SEA,77.0,22.1,3.3,5.8,0.57,0.0,0.5,3.3,0.57,0.571,2.3,3.2,0.713,1.8,3.4,5.2,1.1,0.2,0.4,1.4,8.8,1985-86,23,0.61,0.14,0
Steve Colter,POR,81.0,23.1,3.4,7.4,0.456,0.3,0.325,3.0,0.477,0.478,1.7,2.0,0.823,0.5,1.7,2.2,3.2,1.4,0.1,1.4,8.7,1985-86,14,0.53,0.12,0
Darren Daye,WSB,64.0,16.8,3.1,6.2,0.496,0.0,0.333,3.1,0.497,0.497,2.5,3.7,0.671,1.1,1.8,2.9,1.7,0.7,0.2,1.5,8.7,1985-86,17,0.56,0.13,0
Bob Hansen,UTA,82.0,24.8,3.6,7.7,0.476,0.2,0.34,3.4,0.488,0.49,1.2,1.6,0.72,1.0,2.0,3.0,2.4,0.9,0.1,1.5,8.7,1985-86,16,0.52,0.11,0
James Donaldson,2TM,83.0,32.3,3.1,5.5,0.558,0.0,,3.1,0.558,0.558,2.5,3.1,0.803,2.1,7.5,9.6,1.2,0.3,1.7,1.5,8.6,1985-86,-1,0.63,0.2,0
Ken Bannister,NYK,70.0,20.1,3.4,6.8,0.491,0.0,0.0,3.4,0.492,0.491,1.9,3.6,0.526,1.3,3.3,4.6,0.6,0.6,0.3,1.8,8.6,1985-86,25,0.51,0.11,0
Earl Cureton,DET,80.0,25.2,3.6,7.1,0.505,0.0,0.0,3.6,0.507,0.505,1.5,2.6,0.555,2.5,3.8,6.3,1.7,0.7,0.7,1.9,8.6,1985-86,11,0.52,0.14,0
Kyle Macy,CHI,82.0,29.6,3.5,7.2,0.483,0.7,0.411,2.8,0.506,0.532,0.9,1.1,0.811,0.5,1.7,2.2,5.4,1.0,0.1,1.4,8.6,1985-86,18,0.56,0.15,0
Mark Eaton,UTA,80.0,31.9,3.5,7.4,0.47,0.0,,3.5,0.47,0.47,1.5,2.5,0.604,2.2,6.3,8.4,1.3,0.4,4.6,2.0,8.5,1985-86,16,0.5,0.2,1
Jerome Kersey,POR,79.0,15.4,3.3,5.9,0.549,0.0,0.0,3.3,0.556,0.549,2.0,2.9,0.681,1.7,2.0,3.7,1.1,1.1,0.4,1.4,8.5,1985-86,14,0.59,0.13,0
Ed Pinckney,PHO,80.0,20.0,3.2,5.7,0.558,0.0,0.0,3.2,0.56,0.558,2.1,3.2,0.673,1.2,2.7,3.9,1.1,0.9,0.5,1.9,8.5,1985-86,20,0.6,0.12,0
Bernard Thompson,PHO,61.0,21.0,3.2,6.5,0.489,0.0,0.0,3.2,0.491,0.489,2.1,2.6,0.809,1.0,1.4,2.3,2.2,0.8,0.2,1.5,8.5,1985-86,20,0.56,0.14,0
Randy Breuer,MIL,82.0,21.9,3.3,7.0,0.477,0.0,0.0,3.3,0.478,0.477,1.7,2.4,0.712,1.9,3.6,5.6,1.4,0.6,1.4,1.5,8.4,1985-86,7,0.52,0.14,0
Jon Koncak,ATL,82.0,20.7,3.2,6.3,0.507,0.0,0.0,3.2,0.508,0.507,1.9,3.1,0.607,2.1,3.6,5.7,0.7,0.5,0.8,1.4,8.3,1985-86,21,0.54,0.13,0
Mike McGee,LAL,71.0,17.1,3.5,7.7,0.463,0.6,0.36,3.0,0.491,0.501,0.6,0.9,0.656,0.7,1.3,2.0,1.2,0.7,0.1,1.0,8.3,1985-86,6,0.51,0.1,0
Jeff Lamp,2TM,74.0,17.9,3.3,6.9,0.477,0.1,0.233,3.2,0.492,0.483,1.5,1.8,0.835,0.7,2.0,2.7,1.6,0.5,0.1,0.9,8.2,1985-86,-1,0.53,0.11,0
Danny Schayes,DEN,80.0,20.7,2.8,5.5,0.502,0.0,0.0,2.8,0.503,0.502,2.7,3.5,0.777,1.9,3.6,5.5,1.0,0.5,0.8,1.3,8.2,1985-86,9,0.58,0.14,0
Darwin Cook,NJN,79.0,24.9,3.4,7.9,0.426,0.1,0.208,3.2,0.446,0.435,1.1,1.4,0.757,0.6,1.6,2.2,4.9,2.0,0.3,1.7,8.0,1985-86,13,0.47,0.14,0
Scott Wedman,BOS,79.0,17.7,3.6,7.7,0.473,0.2,0.354,3.4,0.483,0.487,0.6,0.9,0.662,0.8,1.6,2.4,1.1,0.5,0.3,0.7,8.0,1985-86,5,0.49,0.09,0
Tony Campbell,DET,82.0,15.8,3.6,7.4,0.484,0.0,0.222,3.6,0.487,0.485,0.7,0.9,0.795,1.0,1.9,2.9,0.5,0.8,0.1,1.0,7.9,1985-86,11,0.51,0.09,0
Dave Greenwood,SAS,68.0,28.1,2.9,5.7,0.51,0.0,0.0,2.9,0.512,0.51,2.1,2.7,0.772,2.2,5.6,7.8,1.3,0.5,0.8,1.7,7.9,1985-86,15,0.57,0.19,0
Allen Leavell,HOU,74.0,16.1,2.9,6.2,0.463,0.3,0.358,2.5,0.481,0.489,1.8,2.1,0.854,0.1,0.8,0.9,3.2,0.8,0.1,1.2,7.9,1985-86,10,0.55,0.11,0
Leon Wood,2TM,68.0,17.6,2.7,6.9,0.395,0.6,0.36,2.1,0.406,0.439,1.8,2.3,0.794,0.4,1.0,1.3,2.7,0.5,0.0,1.1,7.8,1985-86,-1,0.49,0.1,0
Mickey Johnson,NJN,79.0,19.9,2.7,6.4,0.422,0.1,0.208,2.6,0.433,0.427,2.3,2.9,0.785,1.2,3.0,4.2,2.7,0.8,0.3,2.1,7.8,1985-86,13,0.51,0.12,0
Paul Thompson,PHI,23.0,18.8,3.0,8.4,0.361,0.1,0.167,3.0,0.374,0.366,1.6,1.9,0.86,1.2,1.6,2.7,1.0,0.7,0.7,1.3,7.8,1985-86,8,0.42,0.26,0
Spud Webb,ATL,79.0,15.6,2.5,5.2,0.483,0.0,0.182,2.5,0.491,0.485,2.7,3.5,0.785,0.3,1.2,1.6,4.3,1.0,0.1,2.0,7.8,1985-86,21,0.58,0.12,0
Terry Catledge,PHI,64.0,17.1,3.2,6.7,0.469,0.0,0.0,3.2,0.473,0.469,1.4,2.2,0.647,1.7,2.6,4.3,0.3,0.5,0.1,1.1,7.7,1985-86,8,0.5,0.12,0
Charles Davis,MIL,57.0,15.3,3.3,7.0,0.474,0.1,0.125,3.2,0.496,0.477,1.1,1.3,0.813,1.1,1.9,3.0,1.0,0.5,0.1,0.9,7.7,1985-86,7,0.51,0.13,0
Ricky Sobers,SEA,78.0,16.4,3.1,6.9,0.444,0.2,0.302,2.9,0.456,0.456,1.4,1.6,0.88,0.4,0.9,1.3,2.3,0.6,0.0,1.1,7.7,1985-86,23,0.51,0.09,0
John Stockton,UTA,82.0,23.6,2.8,5.7,0.489,0.0,0.133,2.8,0.501,0.491,2.1,2.5,0.839,0.4,1.8,2.2,7.4,1.9,0.1,2.0,7.7,1985-86,16,0.57,0.17,0
Freeman Williams,WSB,9.0,12.2,2.8,7.4,0.373,0.8,0.5,2.0,0.34,0.425,1.3,1.9,0.706,0.4,0.9,1.3,0.8,0.8,0.1,1.4,7.7,1985-86,17,0.47,0.46,0
Ray Williams,3TM,47.0,17.6,2.5,6.5,0.382,0.1,0.316,2.4,0.387,0.392,2.4,2.7,0.913,0.7,1.1,1.8,4.0,1.3,0.1,2.1,7.6,1985-86,-1,0.49,0.18,0
Ray Williams,ATL,19.0,19.3,3.0,7.5,0.399,0.2,0.364,2.8,0.402,0.413,2.2,2.5,0.854,1.0,1.4,2.4,3.5,1.5,0.1,2.2,8.4,1985-86,21,0.49,0.47,0
Ray Williams,SAS,23.0,17.3,2.2,5.7,0.382,0.1,0.333,2.1,0.384,0.389,2.7,2.8,0.969,0.6,1.0,1.6,4.8,1.2,0.1,2.2,7.1,1985-86,15,0.51,0.39,0
Ray Williams,NJN,5.0,12.6,2.0,6.4,0.313,0.0,0.0,2.0,0.333,0.313,2.4,2.8,0.857,0.6,0.2,0.8,1.8,1.0,0.0,1.8,6.4,1985-86,13,0.42,0.68,0
Mark Olberding,SAC,81.0,26.6,2.8,5.0,0.558,0.0,0.0,2.8,0.561,0.558,2.0,2.6,0.771,1.4,3.8,5.2,3.3,0.5,0.3,1.8,7.6,1985-86,-1,0.62,0.15,0
Bill Walton,BOS,80.0,19.3,2.9,5.1,0.562,0.0,,2.9,0.562,0.562,1.8,2.5,0.713,1.7,5.1,6.8,2.1,0.5,1.3,1.9,7.6,1985-86,5,0.61,0.17,0
Darnell Valentine,2TM,62.0,19.6,2.6,6.3,0.415,0.1,0.286,2.5,0.42,0.42,2.1,2.8,0.743,0.5,1.5,2.0,4.0,1.2,0.0,1.9,7.4,1985-86,-1,0.49,0.13,0
Keith Lee,CLE,58.0,20.6,3.1,6.6,0.466,0.0,0.222,3.0,0.472,0.468,1.3,1.7,0.781,2.0,4.1,6.1,1.2,0.5,0.6,1.3,7.4,1985-86,19,0.5,0.18,0
Jawann Oldham,CHI,52.0,24.5,3.2,6.2,0.517,0.0,0.0,3.2,0.519,0.517,1.0,1.8,0.582,2.2,3.7,5.9,0.7,0.5,2.6,1.7,7.4,1985-86,18,0.53,0.22,0
Kelvin Ransey,NJN,79.0,19.0,2.9,6.4,0.457,0.0,0.125,2.9,0.474,0.46,1.5,1.9,0.818,0.4,1.0,1.5,3.2,0.6,0.1,1.4,7.4,1985-86,13,0.51,0.09,0
Pétur Guðmundsson,LAL,8.0,16.0,2.5,4.6,0.541,0.0,,2.5,0.541,0.541,2.3,3.4,0.667,2.1,2.6,4.8,0.4,0.4,0.5,1.4,7.3,1985-86,6,0.6,1.1,0
Dale Ellis,DAL,72.0,15.1,2.7,6.5,0.411,0.9,0.364,1.8,0.438,0.478,0.8,1.1,0.72,1.2,1.1,2.3,0.5,0.6,0.1,0.5,7.1,1985-86,12,0.51,0.08,0
Terry Porter,POR,79.0,15.4,2.7,5.7,0.474,0.2,0.31,2.5,0.491,0.489,1.6,2.0,0.806,0.4,1.0,1.5,2.5,1.0,0.0,1.3,7.1,1985-86,14,0.54,0.09,0
Jon Sundvold,SAS,70.0,16.4,3.1,6.8,0.462,0.3,0.35,2.8,0.478,0.484,0.6,0.7,0.813,0.3,0.8,1.1,3.7,0.5,0.0,1.2,7.1,1985-86,15,0.5,0.11,0
Bobby Jones,PHI,70.0,21.7,2.7,4.8,0.559,0.0,0.0,2.7,0.561,0.559,1.6,2.1,0.786,0.7,1.7,2.4,1.8,0.7,0.7,1.3,7.0,1985-86,8,0.61,0.12,0
Danny Young,SEA,82.0,23.2,2.8,5.5,0.506,0.3,0.324,2.5,0.541,0.532,1.1,1.3,0.849,0.4,1.1,1.5,3.7,1.3,0.1,1.1,6.9,1985-86,23,0.57,0.12,0
Antoine Carr,ATL,17.0,15.2,2.9,5.5,0.527,0.0,,2.9,0.527,0.527,1.1,1.6,0.667,0.9,2.1,3.1,0.8,0.4,0.9,0.8,6.8,1985-86,21,0.55,0.48,0
Mitchell Wiggins,HOU,78.0,15.4,2.8,6.3,0.454,0.0,0.083,2.8,0.463,0.455,1.1,1.5,0.729,1.1,0.9,2.0,1.3,0.8,0.1,0.8,6.8,1985-86,10,0.49,0.08,0
Michael Cage,LAC,78.0,20.1,2.6,5.5,0.479,0.0,0.0,2.6,0.482,0.479,1.4,2.2,0.649,2.2,3.2,5.3,1.0,0.8,0.4,1.4,6.7,1985-86,24,0.52,0.12,0
Terence Stansbury,IND,74.0,18.0,2.6,6.0,0.433,0.1,0.17,2.5,0.469,0.443,1.4,1.8,0.811,0.4,1.5,1.9,2.8,0.8,0.1,1.9,6.7,1985-86,26,0.49,0.09,0
Michael Holton,2TM,28.0,18.3,2.8,6.3,0.44,0.0,0.083,2.7,0.466,0.443,1.0,1.6,0.636,0.4,0.8,1.2,2.0,0.9,0.0,1.0,6.5,1985-86,-1,0.46,0.2,0
Kent Benson,DET,72.0,18.7,2.8,5.8,0.484,0.0,0.5,2.8,0.484,0.486,0.9,1.2,0.795,1.6,3.6,5.2,1.1,0.8,0.7,0.8,6.5,1985-86,11,0.51,0.14,0
Jerry Sichting,BOS,82.0,19.5,2.9,5.0,0.57,0.1,0.375,2.8,0.578,0.578,0.7,0.8,0.924,0.3,0.9,1.3,2.3,0.6,0.0,0.9,6.5,1985-86,5,0.61,0.09,0
Kenny Fields,MIL,78.0,14.4,2.6,5.1,0.513,0.0,0.0,2.6,0.518,0.513,1.2,1.7,0.689,0.8,1.8,2.6,1.0,0.7,0.2,1.0,6.4,1985-86,7,0.55,0.09,0
A.C. Green,LAL,82.0,18.8,2.5,4.7,0.539,0.0,0.167,2.5,0.545,0.54,1.2,2.0,0.611,2.0,2.7,4.6,0.7,0.6,0.6,1.2,6.4,1985-86,6,0.57,0.11,0
Johnny Davis,2TM,66.0,15.4,2.2,5.2,0.43,0.0,0.231,2.2,0.438,0.435,1.8,2.1,0.855,0.1,0.7,0.8,3.3,0.6,0.1,1.2,6.3,1985-86,-1,0.51,0.1,0
Bryan Warrick,2TM,36.0,19.0,2.4,5.1,0.467,0.1,0.25,2.3,0.482,0.475,1.5,1.9,0.794,0.3,1.6,1.9,3.2,0.8,0.1,1.5,6.3,1985-86,-1,0.53,0.21,0
Sedric Toney,2TM,13.0,17.7,2.2,5.1,0.424,0.2,0.3,1.9,0.446,0.447,1.6,2.4,0.677,0.2,1.7,1.9,2.0,0.5,0.0,1.7,6.2,1985-86,-1,0.5,0.4,0
Mike Glenn,MIL,38.0,15.1,2.5,5.0,0.495,0.0,,2.5,0.495,0.495,1.2,1.3,0.959,0.1,1.4,1.5,1.0,0.2,0.1,0.5,6.2,1985-86,7,0.56,0.16,0
Jim Petersen,HOU,82.0,20.3,2.4,5.0,0.477,0.0,0.0,2.4,0.48,0.477,1.4,2.0,0.706,1.8,3.0,4.8,1.0,0.5,0.7,1.0,6.2,1985-86,10,0.53,0.11,0
Detlef Schrempf,DAL,64.0,15.1,2.2,4.9,0.451,0.0,0.429,2.2,0.451,0.456,1.7,2.4,0.724,1.1,2.0,3.1,1.4,0.4,0.2,1.3,6.2,1985-86,12,0.52,0.1,0
Bill Cartwright,NYK,2.0,18.0,1.5,3.5,0.429,0.0,,1.5,0.429,0.429,3.0,5.0,0.6,1.0,4.0,5.0,2.5,0.5,0.5,3.0,6.0,1985-86,25,0.53,3.75,0
Mitch Kupchak,LAL,55.0,14.2,2.3,4.7,0.482,0.0,0.0,2.3,0.484,0.482,1.5,2.0,0.75,1.3,2.2,3.5,0.3,0.2,0.1,1.2,6.0,1985-86,6,0.54,0.11,0
Kevin McKenna,WSB,30.0,14.3,2.0,5.5,0.367,0.9,0.36,1.1,0.374,0.449,0.8,1.0,0.833,0.3,0.9,1.2,0.8,1.0,0.1,0.6,5.8,1985-86,17,0.49,0.15,0
Tom McMillen,WSB,56.0,15.4,2.3,5.1,0.46,0.0,0.0,2.3,0.465,0.46,1.1,1.4,0.81,0.8,1.2,2.0,0.6,0.2,0.2,0.6,5.8,1985-86,17,0.51,0.09,0
Jamaal Wilkes,LAC,13.0,15.0,2.0,5.0,0.4,0.1,0.333,1.9,0.403,0.408,1.7,2.1,0.815,1.0,1.2,2.2,1.2,0.5,0.2,1.2,5.8,1985-86,24,0.49,0.41,0
Chris McNealy,NYK,30.0,20.9,2.3,4.8,0.486,0.0,,2.3,0.486,0.486,1.0,1.6,0.66,2.1,4.7,6.8,1.4,1.3,0.4,1.2,5.7,1985-86,25,0.52,0.38,0
Tree Rollins,ATL,74.0,24.1,2.3,4.7,0.499,0.0,0.0,2.3,0.5,0.499,0.9,1.2,0.767,1.8,4.4,6.2,0.6,0.5,2.3,1.2,5.6,1985-86,21,0.54,0.15,0
Dirk Minniefield,CLE,76.0,14.9,2.2,4.6,0.481,0.1,0.27,2.1,0.506,0.496,1.0,1.2,0.785,0.6,1.2,1.7,3.5,0.9,0.0,1.4,5.5,1985-86,19,0.54,0.1,0
Kurt Rambis,LAL,74.0,21.3,2.2,3.6,0.595,0.0,,2.2,0.595,0.595,1.2,1.6,0.721,2.1,4.9,7.0,0.9,0.9,0.4,1.3,5.5,1985-86,6,0.64,0.16,0
Peter Thibeaux,GSW,42.0,12.6,2.4,5.5,0.429,0.0,0.4,2.3,0.43,0.433,0.7,1.1,0.604,0.7,1.1,1.8,0.7,0.5,0.4,0.9,5.5,1985-86,27,0.46,0.11,0
Ernie Grunfeld,NYK,76.0,18.4,1.9,4.7,0.417,0.3,0.426,1.6,0.415,0.454,1.2,1.4,0.833,0.6,2.2,2.7,1.6,0.5,0.2,0.7,5.4,1985-86,25,0.51,0.09,0
John Paxson,CHI,75.0,20.9,2.0,4.4,0.466,0.2,0.3,1.8,0.496,0.489,1.0,1.2,0.804,0.2,1.0,1.3,3.7,0.7,0.0,0.8,5.3,1985-86,18,0.54,0.1,0
Lancaster Gordon,LAC,60.0,11.7,2.2,5.8,0.377,0.1,0.25,2.1,0.388,0.387,0.8,0.9,0.804,0.4,0.7,1.1,1.0,0.6,0.2,1.0,5.2,1985-86,24,0.42,0.06,0
Alfredrick Hughes,SAS,68.0,12.7,2.2,5.5,0.409,0.0,0.176,2.2,0.42,0.413,0.7,1.2,0.583,0.7,0.9,1.7,0.9,0.4,0.1,0.9,5.2,1985-86,15,0.43,0.05,0
Joe Kleine,SAC,80.0,14.8,2.0,4.3,0.465,0.0,,2.0,0.465,0.465,1.2,1.6,0.723,1.4,3.3,4.7,0.6,0.3,0.4,1.3,5.2,1985-86,-1,0.52,0.09,0
Mike O'Koren,NJN,67.0,15.4,2.4,5.0,0.476,0.1,0.259,2.3,0.495,0.487,0.3,0.6,0.59,0.5,1.5,2.0,1.8,0.4,0.1,0.8,5.2,1985-86,13,0.49,0.09,0
Charles Pittman,PHO,69.0,16.4,1.8,3.2,0.583,0.0,,1.8,0.583,0.583,1.4,2.0,0.702,1.4,2.1,3.6,0.8,0.5,0.3,1.6,5.1,1985-86,20,0.62,0.1,0
Elston Turner,DEN,73.0,18.1,2.3,5.2,0.435,0.0,0.0,2.3,0.446,0.435,0.5,0.7,0.736,0.9,1.9,2.8,2.3,1.0,0.1,1.1,5.1,1985-86,9,0.46,0.1,0
T.R. Dunn,DEN,82.0,29.3,2.1,4.6,0.454,0.0,0.0,2.1,0.455,0.454,0.8,1.1,0.773,1.7,2.9,4.6,2.1,1.9,0.2,0.6,5.0,1985-86,9,0.49,0.13,0
Bill Martin,IND,66.0,10.5,2.2,4.5,0.48,0.0,0.0,2.2,0.493,0.48,0.7,0.8,0.852,0.6,0.9,1.5,0.8,0.3,0.1,0.9,5.0,1985-86,26,0.52,0.07,0
Ben Poquette,CLE,81.0,18.5,2.0,4.3,0.477,0.0,0.2,2.0,0.485,0.48,0.9,1.2,0.72,1.5,3.1,4.6,1.0,0.4,0.4,0.8,5.0,1985-86,19,0.52,0.1,0
Larry Spriggs,LAL,43.0,11.0,2.0,4.5,0.458,0.0,0.0,2.0,0.461,0.458,0.9,1.1,0.776,0.7,1.2,1.9,1.1,0.4,0.2,1.3,5.0,1985-86,6,0.5,0.11,0
Kenny Green,2TM,41.0,11.0,2.0,4.7,0.432,0.0,0.0,2.0,0.435,0.432,0.9,1.2,0.714,0.7,1.1,1.8,0.2,0.1,0.2,0.9,4.9,1985-86,-1,0.47,0.08,0
Georgi Glouchkov,PHO,49.0,15.8,1.7,4.3,0.402,0.0,1.0,1.7,0.399,0.404,1.4,2.5,0.574,0.6,2.7,3.3,0.7,0.5,0.5,1.6,4.9,1985-86,20,0.45,0.09,0
Rick Mahorn,DET,80.0,18.0,2.0,4.3,0.455,0.0,0.0,2.0,0.456,0.455,1.0,1.5,0.681,1.5,3.6,5.2,0.8,0.5,0.8,1.4,4.9,1985-86,11,0.49,0.1,0
Nick Vanos,PHO,11.0,18.4,2.1,6.5,0.319,0.0,,2.1,0.319,0.319,0.7,2.1,0.348,1.9,3.5,5.5,1.5,0.2,0.5,1.8,4.9,1985-86,20,0.33,0.45,0
Ron Brewer,2TM,44.0,13.0,2.0,5.1,0.384,0.1,0.294,1.8,0.391,0.395,0.8,0.9,0.895,0.3,0.9,1.2,0.9,0.4,0.1,0.5,4.8,1985-86,-1,0.44,0.08,0
Jeff Wilkins,2TM,75.0,15.0,2.0,5.0,0.393,0.0,,2.0,0.393,0.393,0.8,1.2,0.624,1.0,2.6,3.6,0.6,0.1,0.3,0.7,4.7,1985-86,-1,0.43,0.07,0
Caldwell Jones,POR,80.0,18.0,1.6,3.2,0.496,0.0,0.0,1.6,0.51,0.496,1.6,1.9,0.827,1.3,3.1,4.4,0.9,0.5,0.8,1.3,4.7,1985-86,14,0.58,0.1,0
Charles Jones,PHO,43.0,17.3,1.7,3.8,0.457,0.0,0.0,1.7,0.46,0.457,1.2,2.3,0.51,1.5,3.0,4.5,1.2,0.7,0.6,1.3,4.7,1985-86,20,0.49,0.17,0
Carey Scurry,UTA,78.0,15.0,1.8,3.9,0.472,0.0,0.091,1.8,0.486,0.473,1.0,1.6,0.619,1.2,1.9,3.1,1.1,1.0,0.8,1.2,4.7,1985-86,16,0.51,0.09,0
Bob Thornton,NYK,71.0,18.6,1.8,3.9,0.456,0.0,,1.8,0.456,0.456,1.2,2.3,0.531,1.6,2.5,4.1,0.6,0.4,0.1,1.2,4.7,1985-86,25,0.48,0.08,0
Tony Brown,CHI,10.0,13.2,1.8,4.1,0.439,0.0,0.0,1.8,0.462,0.439,0.9,1.3,0.692,0.5,1.1,1.6,1.4,0.5,0.1,0.4,4.5,1985-86,18,0.48,0.5,0
Steve Harris,HOU,57.0,8.5,1.8,4.1,0.442,0.0,0.2,1.8,0.447,0.444,0.9,0.9,0.926,0.4,0.6,1.0,0.9,0.4,0.1,0.6,4.5,1985-86,10,0.5,0.07,0
Pace Mannion,UTA,57.0,11.8,1.7,3.8,0.453,0.1,0.19,1.6,0.517,0.472,0.9,1.4,0.646,0.5,1.0,1.4,1.0,0.6,0.1,0.7,4.5,1985-86,16,0.51,0.08,0
Lonnie Shelton,CLE,44.0,15.5,2.1,4.3,0.489,0.0,0.0,2.1,0.495,0.489,0.3,0.4,0.875,0.9,2.4,3.3,1.4,0.5,0.1,1.1,4.5,1985-86,19,0.5,0.15,0
Marc Iavaroni,2TM,68.0,14.9,1.6,3.6,0.451,0.0,0.0,1.6,0.455,0.451,1.1,1.7,0.661,0.9,2.1,3.1,1.2,0.5,0.3,1.1,4.4,1985-86,-1,0.51,0.09,0
Ken Green,NYK,7.0,10.3,1.9,3.9,0.481,0.0,,1.9,0.481,0.481,0.7,1.3,0.556,1.7,2.1,3.9,0.3,0.6,0.0,0.1,4.4,1985-86,25,0.49,0.93,0
John Battle,ATL,64.0,10.0,1.6,3.5,0.455,0.0,0.0,1.6,0.47,0.455,1.2,1.6,0.728,0.2,0.8,1.0,1.2,0.4,0.0,0.7,4.3,1985-86,21,0.51,0.06,0
