Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,Team_Rank,TS%,EFF,Nominated
Mike Bratz,CLE,80.0,32.4,4.0,10.2,0.39,0.7,0.337,3.3,0.404,0.425,1.3,1.7,0.811,0.8,1.7,2.5,5.7,1.7,0.2,2.0,10.0,1980-81,18,0.46,0.14,0
Bob Dandridge,WSB,23.0,23.7,4.4,10.3,0.426,0.0,0.0,4.4,0.428,0.426,1.2,1.7,0.718,0.8,2.8,3.6,2.6,0.7,0.4,1.4,10.0,1980-81,16,0.45,0.41,0
Kevin McHale,BOS,82.0,20.1,4.3,8.1,0.533,0.0,0.0,4.3,0.535,0.533,1.3,1.9,0.679,1.9,2.5,4.4,0.7,0.3,1.8,1.3,10.0,1980-81,5,0.56,0.14,0
Bob Wilkerson,CHI,80.0,28.0,4.1,8.9,0.462,0.0,0.1,4.1,0.467,0.462,1.7,2.0,0.84,1.1,2.5,3.5,3.4,1.3,0.3,2.2,10.0,1980-81,23,0.51,0.14,0
Ollie Mack,2TM,65.0,25.9,4.3,9.3,0.46,0.0,0.0,4.3,0.467,0.46,1.2,1.9,0.64,1.4,2.1,3.5,2.5,0.9,0.1,1.1,9.8,1980-81,-1,0.48,0.15,0
Bill Laimbeer,CLE,81.0,30.4,4.2,8.3,0.503,0.0,,4.2,0.503,0.503,1.4,1.9,0.765,3.3,5.3,8.6,2.7,0.7,1.0,1.6,9.8,1980-81,18,0.54,0.2,0
Billy McKinney,2TM,84.0,25.8,3.9,7.7,0.507,0.0,0.167,3.9,0.513,0.509,1.9,2.2,0.862,0.4,1.8,2.2,4.3,1.2,0.1,1.9,9.7,1980-81,-1,0.56,0.14,0
Larry Smith,GSW,82.0,31.4,3.7,7.2,0.512,0.0,,3.7,0.512,0.512,2.2,3.7,0.588,5.3,6.8,12.1,1.1,0.9,0.8,1.8,9.6,1980-81,25,0.54,0.22,0
Charlie Criss,ATL,66.0,25.9,3.3,7.3,0.454,0.0,0.048,3.3,0.472,0.455,2.8,3.2,0.864,0.4,1.1,1.5,4.3,0.9,0.0,2.0,9.5,1980-81,10,0.55,0.15,0
Lionel Hollins,PHI,82.0,26.3,4.0,8.5,0.47,0.0,0.133,4.0,0.477,0.471,1.5,2.1,0.731,0.6,1.8,2.3,4.3,1.3,0.2,2.5,9.5,1980-81,7,0.5,0.12,0
Ben Poquette,UTA,82.0,34.2,4.0,7.5,0.528,0.0,0.5,3.9,0.528,0.53,1.5,2.0,0.778,2.0,5.7,7.7,2.0,0.8,2.1,1.5,9.5,1980-81,24,0.57,0.2,0
Maurice Cheeks,PHI,81.0,29.8,3.8,7.2,0.534,0.0,0.375,3.8,0.536,0.536,1.7,2.2,0.787,0.8,2.2,3.0,6.9,2.4,0.5,2.1,9.4,1980-81,7,0.58,0.2,0
Michael Cooper,LAL,81.0,32.4,4.0,8.1,0.491,0.0,0.211,3.9,0.499,0.494,1.4,1.8,0.785,1.5,2.7,4.1,4.1,1.6,1.0,2.0,9.4,1980-81,6,0.53,0.17,0
Rickey Green,UTA,47.0,27.8,3.7,7.8,0.481,0.0,0.0,3.7,0.482,0.481,1.5,2.1,0.722,0.6,1.8,2.5,5.0,1.6,0.0,1.8,9.0,1980-81,24,0.52,0.25,0
Rick Robey,BOS,82.0,19.1,3.6,6.7,0.545,0.0,0.0,3.6,0.546,0.545,1.8,3.1,0.574,1.6,3.1,4.8,1.5,0.5,0.2,1.7,9.0,1980-81,5,0.56,0.12,0
Chris Ford,BOS,82.0,33.2,3.8,8.6,0.444,0.4,0.33,3.4,0.465,0.47,0.8,1.1,0.736,0.9,1.1,2.0,3.6,1.2,0.3,1.5,8.9,1980-81,5,0.49,0.11,0
John Roche,DEN,26.0,23.5,3.2,6.9,0.458,0.3,0.333,2.8,0.48,0.483,2.2,3.0,0.753,0.2,1.2,1.4,5.4,0.7,0.3,2.0,8.9,1980-81,22,0.54,0.39,0
Scott Lloyd,DAL,72.0,30.4,3.4,7.6,0.448,0.0,0.0,3.4,0.45,0.448,2.0,2.8,0.717,2.2,4.1,6.3,2.2,0.5,0.3,2.0,8.8,1980-81,-1,0.5,0.15,0
Joe Hassett,2TM,41.0,17.4,3.5,8.3,0.421,1.3,0.34,2.2,0.489,0.499,0.4,0.5,0.81,0.6,1.1,1.7,1.8,0.3,0.0,0.5,8.7,1980-81,-1,0.51,0.17,0
Allan Bristow,UTA,82.0,24.4,3.3,7.5,0.444,0.1,0.278,3.2,0.449,0.448,2.0,2.4,0.838,1.3,4.0,5.2,4.7,0.8,0.0,2.1,8.7,1980-81,24,0.51,0.15,0
Edgar Jones,NJN,60.0,15.8,3.2,6.0,0.529,0.0,0.0,3.2,0.535,0.529,2.4,3.6,0.67,1.5,2.9,4.4,0.7,0.6,1.4,1.7,8.7,1980-81,21,0.57,0.17,0
Ron Brewer,2TM,75.0,19.4,3.7,8.4,0.436,0.0,0.143,3.7,0.439,0.437,1.2,1.5,0.798,0.5,0.7,1.1,2.0,0.8,0.5,1.2,8.6,1980-81,-1,0.47,0.09,0
Jeff Cook,PHO,79.0,27.7,3.6,7.8,0.464,0.0,0.0,3.6,0.468,0.464,1.3,2.0,0.645,2.2,3.8,5.9,2.5,1.0,0.7,1.8,8.5,1980-81,9,0.49,0.15,0
Johnny High,PHO,81.0,21.6,3.0,7.1,0.427,0.0,0.083,3.0,0.442,0.429,2.3,3.3,0.693,1.1,1.7,2.8,2.5,1.6,0.3,2.3,8.4,1980-81,9,0.49,0.1,0
Cedrick Hordges,DEN,68.0,23.5,3.3,7.1,0.46,0.0,0.0,3.3,0.463,0.46,1.9,2.7,0.699,1.8,5.0,6.7,1.5,0.5,0.3,1.8,8.4,1980-81,22,0.51,0.16,0
Abdul Jeelani,DAL,66.0,16.8,2.8,6.7,0.425,0.0,0.0,2.8,0.426,0.425,2.7,3.3,0.814,1.3,2.2,3.5,1.0,0.7,0.5,1.3,8.4,1980-81,-1,0.52,0.13,0
John Lucas,GSW,66.0,29.1,3.4,7.7,0.439,0.1,0.167,3.3,0.452,0.443,1.6,2.2,0.738,0.5,1.8,2.3,7.0,1.3,0.0,2.8,8.4,1980-81,25,0.48,0.17,0
Wally Walker,SEA,82.0,21.9,3.5,7.6,0.463,0.0,0.0,3.5,0.465,0.463,1.3,2.1,0.645,1.3,2.6,3.8,1.5,0.6,0.2,1.4,8.4,1980-81,8,0.49,0.1,0
Mike Glenn,NYK,82.0,18.4,3.5,6.2,0.558,0.0,0.364,3.4,0.562,0.562,1.2,1.3,0.891,0.3,0.7,1.1,1.3,0.9,0.1,0.8,8.2,1980-81,15,0.61,0.1,0
Allen Leavell,HOU,79.0,21.3,3.3,6.9,0.471,0.0,0.118,3.2,0.482,0.473,1.6,1.9,0.832,0.4,1.3,1.7,4.9,1.2,0.2,2.4,8.1,1980-81,13,0.52,0.12,0
Kyle Macy,PHO,82.0,17.9,3.3,6.5,0.511,0.1,0.235,3.2,0.541,0.523,1.3,1.5,0.899,0.5,1.1,1.6,2.0,0.9,0.1,1.2,8.1,1980-81,9,0.57,0.1,0
Dudley Bradley,IND,82.0,22.8,3.2,6.8,0.474,0.0,0.125,3.2,0.484,0.476,1.5,2.2,0.702,0.9,1.5,2.4,2.3,2.3,0.5,1.5,8.0,1980-81,19,0.51,0.12,0
Pat Cummings,MIL,74.0,14.6,3.4,6.2,0.539,0.0,0.0,3.4,0.541,0.539,1.3,1.9,0.707,1.3,2.6,3.9,0.8,0.4,0.3,1.5,8.0,1980-81,11,0.57,0.11,0
Robert Smith,CLE,1.0,20.0,2.0,5.0,0.4,0.0,,2.0,0.4,0.4,4.0,4.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,8.0,1980-81,18,0.59,8.0,0
Wes Unseld,WSB,63.0,32.3,3.6,6.8,0.524,0.0,0.5,3.5,0.525,0.527,0.9,1.4,0.64,3.3,7.4,10.7,2.7,0.8,0.6,1.5,8.0,1980-81,16,0.54,0.28,0
Wayne Robinson,DET,81.0,19.7,2.9,6.3,0.46,0.0,0.0,2.9,0.465,0.46,2.2,3.0,0.729,1.4,2.2,3.6,1.4,0.6,0.3,1.8,7.9,1980-81,26,0.52,0.1,0
Ron Boone,UTA,52.0,22.0,3.1,7.1,0.431,0.2,0.282,2.9,0.449,0.446,1.4,1.8,0.798,0.3,1.3,1.6,3.1,0.6,0.2,2.1,7.8,1980-81,24,0.49,0.13,0
Marty Byrnes,DAL,72.0,18.9,3.0,6.3,0.479,0.1,0.45,2.9,0.48,0.489,1.7,2.2,0.764,1.0,1.4,2.5,1.6,0.4,0.2,0.8,7.8,1980-81,-1,0.54,0.11,0
Bob Gross,POR,82.0,23.6,3.1,5.8,0.528,0.0,0.0,3.1,0.538,0.528,1.6,1.9,0.849,1.5,2.5,4.0,3.1,1.1,0.8,1.8,7.8,1980-81,17,0.59,0.15,0
Gerald Henderson,BOS,82.0,19.6,3.2,7.1,0.451,0.0,0.063,3.2,0.462,0.452,1.4,1.9,0.72,0.5,1.1,1.6,2.6,1.0,0.1,2.0,7.8,1980-81,5,0.49,0.08,0
Kenny Higgs,DEN,72.0,23.5,2.9,6.6,0.441,0.1,0.118,2.8,0.466,0.445,1.9,2.4,0.814,0.3,1.7,2.0,5.7,1.4,0.1,2.3,7.8,1980-81,22,0.51,0.15,0
Dwight Jones,CHI,81.0,19.4,3.0,6.3,0.483,0.0,,3.0,0.483,0.483,1.5,2.0,0.776,1.6,3.4,5.0,1.2,0.5,0.4,1.6,7.6,1980-81,23,0.53,0.11,0
Joe Meriweather,KCK,74.0,20.5,2.8,5.6,0.496,0.0,,2.8,0.496,0.496,2.0,2.9,0.695,1.7,3.6,5.3,1.0,0.4,1.1,1.7,7.6,1980-81,-1,0.55,0.14,0
Bob Elliott,NJN,73.0,18.1,2.9,5.7,0.511,0.0,0.5,2.9,0.511,0.512,1.7,2.8,0.599,1.4,2.2,3.6,1.8,0.5,0.2,1.6,7.5,1980-81,21,0.54,0.11,0
Ernie Grunfeld,KCK,79.0,20.1,3.3,6.2,0.535,0.0,,3.3,0.535,0.535,0.9,1.3,0.743,0.4,2.2,2.6,2.6,0.8,0.2,1.1,7.5,1980-81,-1,0.55,0.12,0
Tom McMillen,ATL,79.0,19.8,3.2,6.6,0.487,0.0,0.167,3.2,0.491,0.488,1.0,1.4,0.741,1.2,2.5,3.7,0.9,0.3,0.3,1.0,7.4,1980-81,10,0.51,0.1,0
Johnny Moore,SAS,82.0,19.2,3.0,6.3,0.479,0.0,0.053,3.0,0.495,0.48,1.3,2.1,0.61,0.7,1.7,2.4,4.5,1.5,0.3,1.9,7.4,1980-81,14,0.51,0.12,0
Billy Paultz,HOU,81.0,20.5,3.2,6.4,0.507,0.0,0.0,3.2,0.51,0.507,0.9,1.9,0.49,1.4,3.5,4.8,1.3,0.3,0.9,1.1,7.4,1980-81,13,0.51,0.12,0
Hawkeye Whitney,KCK,47.0,16.6,3.2,6.5,0.487,0.0,0.333,3.1,0.49,0.49,1.1,1.4,0.769,0.6,1.6,2.3,1.4,1.0,0.1,1.0,7.4,1980-81,-1,0.52,0.16,0
Larry Wright,DET,45.0,22.2,3.1,6.7,0.462,0.0,0.286,3.1,0.466,0.465,1.2,1.5,0.803,0.6,1.4,2.0,3.4,0.9,0.2,1.6,7.4,1980-81,26,0.5,0.19,0
Clarence Kea,DAL,16.0,12.4,2.3,5.1,0.457,0.0,0.0,2.3,0.463,0.457,2.7,3.9,0.694,1.8,2.4,4.2,0.3,0.4,0.1,1.0,7.3,1980-81,-1,0.54,0.46,0
Clemon Johnson,IND,81.0,20.3,2.9,5.8,0.504,0.0,0.0,2.9,0.505,0.504,1.4,2.3,0.593,2.1,3.6,5.8,1.8,0.5,1.5,1.5,7.2,1980-81,19,0.53,0.14,0
Caldwell Jones,PHI,81.0,32.6,2.7,6.0,0.449,0.0,,2.7,0.449,0.449,1.8,2.4,0.767,2.5,7.6,10.0,1.5,0.7,1.7,2.1,7.2,1980-81,7,0.51,0.19,0
Carlos Terry,WSB,26.0,19.4,3.1,6.2,0.5,0.0,0.0,3.1,0.519,0.5,1.1,1.6,0.667,1.7,2.8,4.5,2.7,1.0,0.5,2.2,7.2,1980-81,16,0.52,0.39,0
Paul Mokeski,DET,80.0,22.7,2.8,5.7,0.489,0.0,0.0,2.8,0.49,0.489,1.5,2.5,0.6,1.8,3.5,5.2,1.7,0.5,0.9,2.0,7.1,1980-81,26,0.52,0.12,0
John Shumate,2TM,24.0,22.0,2.3,5.5,0.427,0.0,,2.3,0.427,0.427,2.3,3.2,0.724,1.4,2.3,3.7,1.0,0.9,0.4,1.8,7.0,1980-81,-1,0.51,0.3,0
Rich Kelley,PHO,81.0,20.8,2.4,4.8,0.506,0.0,0.0,2.4,0.509,0.506,2.2,2.9,0.758,1.6,3.8,5.4,3.5,1.0,0.8,2.6,7.0,1980-81,9,0.58,0.15,0
Scott May,CHI,63.0,12.9,2.6,5.4,0.488,0.0,,2.6,0.488,0.488,1.8,2.4,0.758,1.0,1.5,2.5,1.0,0.6,0.1,1.1,7.0,1980-81,23,0.54,0.11,0
Lowes Moore,NJN,71.0,19.8,3.0,6.7,0.444,0.1,0.148,2.9,0.461,0.448,1.0,1.3,0.75,0.6,1.8,2.4,3.2,0.9,0.2,1.5,7.0,1980-81,21,0.48,0.12,0
Kevin Restani,SAS,64.0,15.6,3.0,5.8,0.52,0.0,0.375,3.0,0.524,0.524,1.0,1.4,0.705,1.1,1.6,2.7,1.3,0.3,0.2,1.1,7.0,1980-81,14,0.55,0.11,0
Clint Richardson,PHI,77.0,17.1,2.9,6.0,0.489,0.0,0.0,2.9,0.49,0.489,1.1,1.4,0.778,1.1,1.2,2.3,2.0,0.5,0.1,1.4,7.0,1980-81,7,0.53,0.09,0
Tree Rollins,ATL,40.0,26.1,2.9,5.3,0.552,0.0,0.0,2.9,0.555,0.552,1.2,1.4,0.807,2.6,4.6,7.2,0.9,0.7,2.9,1.4,7.0,1980-81,10,0.59,0.37,0
Wayne Cooper,UTA,71.0,20.0,3.0,6.6,0.452,0.0,0.333,3.0,0.453,0.453,0.9,1.3,0.689,2.3,3.9,6.2,0.7,0.3,0.7,1.1,6.9,1980-81,24,0.48,0.14,0
Sam Lacey,KCK,82.0,27.2,2.9,6.5,0.442,0.0,0.2,2.9,0.444,0.443,1.1,1.4,0.786,1.6,5.5,7.1,4.9,1.2,1.5,2.2,6.9,1980-81,-1,0.48,0.19,0
Sidney Wicks,SDC,49.0,22.1,2.6,5.8,0.437,0.0,0.0,2.6,0.439,0.437,1.6,3.1,0.507,1.6,2.9,4.6,2.3,0.8,0.8,1.9,6.7,1980-81,20,0.47,0.18,0
Larry Drew,DET,76.0,20.8,2.6,6.4,0.407,0.1,0.235,2.5,0.413,0.411,1.4,1.8,0.797,0.3,1.3,1.6,3.3,1.2,0.1,2.2,6.6,1980-81,26,0.46,0.08,0
Winford Boynes,DAL,44.0,17.2,2.8,7.1,0.387,0.0,,2.8,0.387,0.387,1.0,1.3,0.818,0.5,1.2,1.7,0.8,0.5,0.4,1.6,6.5,1980-81,-1,0.42,0.08,0
Sonny Parker,GSW,73.0,18.0,2.6,5.3,0.492,0.0,,2.6,0.492,0.492,1.3,1.8,0.734,1.4,1.3,2.7,1.5,0.9,0.2,1.2,6.5,1980-81,25,0.53,0.1,0
Jo Jo White,KCK,13.0,18.2,2.8,6.3,0.439,0.0,,2.8,0.439,0.439,0.8,1.4,0.611,0.2,1.4,1.6,2.8,0.8,0.1,1.4,6.4,1980-81,-1,0.46,0.48,0
Bill Willoughby,HOU,55.0,20.8,2.7,5.2,0.523,0.0,,2.7,0.523,0.523,0.9,1.2,0.766,1.3,2.8,4.1,1.2,0.3,0.6,1.3,6.3,1980-81,13,0.55,0.15,0
Carl Nicks,2TM,67.0,16.6,2.6,5.4,0.479,0.0,0.0,2.6,0.485,0.479,1.1,1.9,0.563,0.6,1.1,1.6,2.2,0.9,0.0,1.7,6.2,1980-81,-1,0.5,0.08,0
Calvin Garrett,HOU,70.0,23.4,2.7,5.9,0.453,0.0,0.333,2.7,0.454,0.454,0.7,0.9,0.806,1.2,2.6,3.8,1.9,0.7,0.1,1.3,6.1,1980-81,13,0.48,0.11,0
Paul Griffin,SAS,82.0,23.5,2.0,4.0,0.511,0.0,,2.0,0.511,0.511,2.1,3.1,0.672,2.2,3.9,6.2,3.0,0.9,0.5,1.6,6.1,1980-81,14,0.57,0.15,0
M.L. Carr,BOS,41.0,16.0,2.4,5.3,0.449,0.0,0.071,2.3,0.475,0.451,1.3,1.6,0.791,0.6,1.4,2.0,1.4,0.7,0.4,1.1,6.0,1980-81,5,0.5,0.15,0
Leon Douglas,KCK,79.0,17.2,2.3,4.1,0.573,0.0,0.0,2.3,0.578,0.573,1.3,2.4,0.548,1.9,3.0,4.9,0.9,0.3,0.5,1.1,6.0,1980-81,-1,0.58,0.11,0
Sam Pellom,ATL,77.0,19.1,2.4,4.9,0.489,0.0,0.0,2.4,0.491,0.489,1.1,1.5,0.698,1.6,3.0,4.6,0.6,0.6,1.2,1.3,5.9,1980-81,10,0.53,0.11,0
Ron Davis,SDC,64.0,12.8,2.2,4.9,0.443,0.0,0.25,2.1,0.448,0.446,1.5,2.5,0.595,0.7,1.1,1.9,0.7,0.6,0.2,1.0,5.8,1980-81,20,0.48,0.07,0
Glen Gondrezick,DEN,73.0,14.8,2.1,4.5,0.471,0.0,0.0,2.1,0.474,0.471,1.5,1.9,0.818,1.9,2.3,4.2,1.1,1.2,0.3,0.9,5.8,1980-81,22,0.54,0.12,0
Mark Landsberger,LAL,69.0,15.7,2.4,4.7,0.502,0.0,0.0,2.4,0.503,0.502,0.9,1.7,0.534,2.2,3.3,5.5,0.4,0.3,0.1,0.9,5.7,1980-81,6,0.52,0.12,0
Foots Walker,NJN,41.0,28.6,1.8,4.1,0.426,0.0,0.222,1.7,0.438,0.432,2.1,2.7,0.793,0.5,2.0,2.5,6.2,1.3,0.0,2.1,5.7,1980-81,21,0.54,0.26,0
Michael Wiley,SAS,33.0,8.2,2.3,4.2,0.551,0.0,0.0,2.3,0.559,0.551,1.1,1.5,0.75,0.7,1.3,1.9,0.3,0.2,0.2,0.8,5.7,1980-81,14,0.59,0.16,0
Butch Carter,LAL,54.0,12.4,2.1,4.6,0.462,0.1,0.3,2.1,0.468,0.468,1.3,1.8,0.737,0.6,0.6,1.2,1.0,0.4,0.0,0.9,5.6,1980-81,6,0.52,0.08,0
Bill Hanzlik,SEA,74.0,17.0,1.9,3.9,0.478,0.0,0.2,1.9,0.482,0.479,1.6,2.0,0.793,0.9,1.2,2.1,1.5,0.8,0.3,1.1,5.4,1980-81,8,0.56,0.09,0
Alvin Scott,PHO,82.0,17.4,2.1,4.2,0.497,0.0,0.167,2.1,0.503,0.499,1.2,1.5,0.764,1.2,2.0,3.3,1.4,0.7,0.9,0.9,5.4,1980-81,9,0.56,0.1,0
Eddie Jordan,2TM,74.0,16.6,2.0,4.8,0.426,0.1,0.273,1.9,0.436,0.435,1.2,1.7,0.685,0.4,0.9,1.3,3.3,1.3,0.1,1.9,5.3,1980-81,-1,0.48,0.08,0
James Donaldson,SEA,68.0,14.4,1.9,3.5,0.542,0.0,,1.9,0.542,0.542,1.5,2.5,0.594,1.6,3.0,4.5,0.6,0.1,1.1,1.0,5.3,1980-81,8,0.58,0.12,0
Tom Henderson,HOU,66.0,21.4,2.1,5.0,0.413,0.0,0.0,2.1,0.416,0.413,1.2,1.4,0.821,0.5,1.1,1.6,4.7,0.8,0.1,1.4,5.3,1980-81,13,0.47,0.12,0
Marvin Webster,NYK,82.0,20.8,1.9,4.2,0.466,0.0,0.25,1.9,0.469,0.468,1.3,2.0,0.638,2.0,3.7,5.7,0.9,0.3,1.2,1.3,5.2,1980-81,15,0.51,0.11,0
Don Buse,IND,58.0,18.9,2.0,4.9,0.397,0.3,0.328,1.6,0.415,0.43,0.9,1.1,0.769,0.3,1.1,1.4,2.4,1.3,0.1,0.7,5.1,1980-81,19,0.47,0.11,0
Ollie Johnson,PHI,40.0,9.3,2.2,4.0,0.551,0.0,0.167,2.2,0.566,0.554,0.7,0.8,0.871,0.2,1.2,1.4,0.8,0.5,0.1,0.6,5.1,1980-81,7,0.59,0.14,0
James Hardy,UTA,23.0,22.1,2.3,4.8,0.468,0.0,,2.3,0.468,0.468,0.5,0.9,0.55,1.7,4.1,5.8,1.6,0.9,0.9,1.0,5.0,1980-81,24,0.48,0.45,0
Armond Hill,2TM,75.0,23.2,1.6,4.5,0.349,0.0,0.0,1.6,0.357,0.349,1.9,2.3,0.82,0.5,1.6,2.1,3.9,0.9,0.1,1.7,5.0,1980-81,-1,0.45,0.09,0
George Johnson,SAS,82.0,23.6,2.0,4.2,0.473,0.0,,2.0,0.473,0.473,1.0,1.3,0.734,2.6,4.7,7.3,1.1,0.6,3.4,1.3,5.0,1980-81,14,0.52,0.17,0
Terry Duerod,2TM,50.0,9.0,2.1,4.7,0.444,0.2,0.5,1.9,0.44,0.462,0.6,0.8,0.756,0.3,0.5,0.9,0.7,0.3,0.1,0.7,4.9,1980-81,-1,0.48,0.07,0
Anthony Roberts,WSB,26.0,13.5,2.1,5.5,0.375,0.0,,2.1,0.375,0.375,0.7,1.1,0.655,0.7,1.9,2.6,0.8,0.4,0.0,1.1,4.9,1980-81,16,0.41,0.15,0
DeWayne Scales,NYK,44.0,11.0,2.1,5.1,0.418,0.0,0.167,2.1,0.425,0.42,0.6,0.9,0.667,1.1,1.9,3.0,0.2,0.3,0.1,0.7,4.9,1980-81,15,0.45,0.1,0
Mike Gale,2TM,77.0,14.4,2.0,4.0,0.508,0.0,0.286,2.0,0.513,0.511,0.7,0.9,0.809,0.2,1.1,1.3,2.2,1.2,0.1,1.0,4.8,1980-81,-1,0.55,0.08,0
Gar Heard,SDC,78.0,20.9,1.9,5.1,0.376,0.0,0.0,1.9,0.383,0.376,1.0,1.3,0.782,1.5,2.9,4.5,1.6,1.3,0.9,1.0,4.8,1980-81,20,0.42,0.11,0
Rick Mahorn,WSB,52.0,13.4,2.1,4.2,0.507,0.0,,2.1,0.507,0.507,0.5,0.8,0.675,1.3,2.8,4.1,0.5,0.4,0.8,0.7,4.8,1980-81,16,0.53,0.14,0
Jeff Wilkins,UTA,56.0,18.9,2.1,4.6,0.45,0.0,,2.1,0.45,0.45,0.5,0.7,0.675,1.1,3.8,4.9,0.7,0.6,0.8,1.1,4.7,1980-81,24,0.48,0.14,0
John Williamson,WSB,9.0,12.4,2.0,6.2,0.321,0.1,0.167,1.9,0.34,0.33,0.6,0.7,0.833,0.0,0.8,0.8,1.9,0.4,0.1,1.3,4.7,1980-81,16,0.36,0.26,0
Mike Woodson,NYK,81.0,11.7,2.0,4.6,0.442,0.0,0.2,2.0,0.446,0.444,0.6,0.8,0.766,0.4,0.8,1.2,0.9,0.4,0.1,0.7,4.7,1980-81,15,0.47,0.05,0
Henry Bibby,SDC,73.0,15.2,1.6,4.2,0.386,0.4,0.337,1.2,0.408,0.438,0.9,1.3,0.684,0.3,0.7,1.0,2.7,0.6,0.0,1.0,4.6,1980-81,20,0.48,0.07,0
Coby Dietrick,CHI,82.0,15.2,1.8,3.9,0.456,0.0,0.333,1.8,0.459,0.459,0.9,1.4,0.694,1.0,2.3,3.2,1.4,0.6,0.6,1.1,4.5,1980-81,23,0.5,0.08,0
T.R. Dunn,DEN,82.0,17.4,1.8,4.3,0.412,0.0,0.0,1.8,0.415,0.412,1.0,1.5,0.653,1.6,2.0,3.7,1.0,0.8,0.4,0.7,4.5,1980-81,22,0.45,0.08,0
Mike Evans,MIL,71.0,12.8,1.9,4.1,0.46,0.0,0.143,1.9,0.477,0.464,0.7,0.9,0.781,0.3,0.9,1.2,2.4,0.5,0.1,1.0,4.5,1980-81,11,0.5,0.07,0
Austin Carr,2TM,47.0,14.0,1.9,5.0,0.372,0.0,0.0,1.9,0.383,0.372,0.7,1.1,0.63,0.5,0.8,1.3,1.2,0.3,0.0,0.9,4.4,1980-81,-1,0.4,0.06,0
Major Jones,HOU,68.0,14.8,1.7,3.7,0.464,0.0,0.0,1.7,0.466,0.464,0.9,1.5,0.634,1.4,2.0,3.4,0.6,0.3,0.3,0.8,4.4,1980-81,13,0.5,0.08,0
Kevin Kunnert,POR,55.0,15.3,1.8,3.9,0.468,0.0,,1.8,0.468,0.468,0.8,1.0,0.778,1.8,3.4,5.2,1.2,0.3,0.6,0.9,4.4,1980-81,17,0.51,0.15,0
Craig Shelton,ATL,55.0,10.7,1.8,4.0,0.457,0.0,0.0,1.8,0.459,0.457,0.6,1.1,0.603,1.1,1.4,2.5,0.5,0.3,0.1,1.1,4.3,1980-81,10,0.48,0.07,0
Harvey Catchings,MIL,77.0,21.2,1.7,3.9,0.447,0.0,,1.7,0.447,0.447,0.8,1.2,0.641,2.0,4.1,6.1,1.3,0.4,2.4,1.4,4.2,1980-81,11,0.47,0.14,0
Earl Cureton,PHI,52.0,10.2,1.8,3.9,0.454,0.0,0.0,1.8,0.456,0.454,0.6,1.2,0.516,1.0,2.0,3.0,0.5,0.4,0.4,0.6,4.2,1980-81,7,0.47,0.1,0
Ron Lee,DET,82.0,22.3,1.4,3.9,0.35,0.0,0.154,1.4,0.358,0.353,1.4,1.9,0.724,0.8,1.9,2.7,4.4,2.0,0.4,2.1,4.2,1980-81,26,0.44,0.1,0
Larry Demic,NYK,76.0,12.7,1.7,3.3,0.504,0.0,0.0,1.7,0.508,0.504,0.8,1.2,0.63,1.5,1.7,3.2,0.4,0.2,0.2,0.8,4.1,1980-81,15,0.54,0.07,0
Joel Kramer,PHO,82.0,13.0,1.7,3.1,0.527,0.0,0.0,1.7,0.529,0.527,0.8,1.1,0.692,0.9,1.9,2.8,1.1,0.4,0.2,0.8,4.1,1980-81,9,0.57,0.07,0
Lorenzo Romar,GSW,53.0,13.7,1.6,4.0,0.412,0.0,0.333,1.6,0.415,0.417,0.8,1.2,0.683,0.2,0.9,1.1,2.6,0.5,0.1,1.0,4.1,1980-81,25,0.45,0.09,0
James Wilkes,CHI,48.0,11.3,1.8,3.8,0.462,0.0,0.0,1.8,0.464,0.462,0.6,0.9,0.69,0.8,1.3,2.0,0.6,0.5,0.3,0.7,4.1,1980-81,23,0.49,0.09,0
Jerome Whitehead,3TM,48.0,14.3,1.7,3.8,0.461,0.0,0.0,1.7,0.464,0.461,0.6,1.2,0.5,1.2,3.3,4.5,0.5,0.4,0.2,1.2,4.0,1980-81,-1,0.46,0.12,0
Jerome Whitehead,DAL,7.0,16.9,2.3,5.4,0.421,0.0,,2.3,0.421,0.421,0.7,1.6,0.455,1.1,2.9,4.0,0.3,0.6,0.1,1.6,5.3,1980-81,-1,0.43,0.67,0
Jerome Whitehead,CLE,3.0,2.7,0.3,1.0,0.333,0.0,,0.3,0.333,0.333,0.0,0.0,,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.7,1980-81,18,0.35,0.43,0
Jerome Whitehead,SDC,38.0,14.8,1.7,3.7,0.475,0.0,0.0,1.7,0.478,0.475,0.6,1.2,0.511,1.3,3.6,4.8,0.6,0.4,0.2,1.2,4.1,1980-81,20,0.48,0.17,0
Gus Gerard,2TM,27.0,9.3,1.5,4.1,0.369,0.0,0.0,1.5,0.383,0.369,1.0,1.5,0.675,1.1,1.4,2.5,0.6,0.4,0.3,0.6,4.0,1980-81,-1,0.42,0.15,0
Rickey Brown,GSW,45.0,12.9,1.8,3.6,0.512,0.0,,1.8,0.512,0.512,0.4,0.5,0.762,1.2,2.5,3.7,0.5,0.2,0.3,0.7,4.0,1980-81,25,0.52,0.14,0
