Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Season
Caleb Houstan,22.0,ORL,SF,14.0,0.0,4.7,0.3,1.4,0.2,0.2,1.2,0.176,0.1,0.2,0.333,0.275,0.1,0.1,1.0,0.1,0.4,0.5,0.0,0.0,0.1,0.1,0.4,0.9,,2024-25
Colby Jones,22.0,SAC,SG,13.0,0.0,4.2,0.4,1.1,0.357,0.2,0.4,0.4,0.2,0.7,0.333,0.429,0.0,0.0,,0.2,0.5,0.7,0.2,0.2,0.2,0.3,0.4,0.9,,2024-25
Jaden Springer,22.0,BOS,SG,7.0,0.0,3.4,0.3,1.0,0.286,0.0,0.3,0.0,0.3,0.7,0.4,0.286,0.3,0.6,0.5,0.4,0.4,0.9,0.4,0.4,0.0,0.1,0.4,0.9,,2024-25
D.J. Carton,24.0,TOR,SG,4.0,0.0,8.3,0.3,1.8,0.143,0.0,0.8,0.0,0.3,1.0,0.25,0.143,0.3,0.3,1.0,0.0,1.0,1.0,0.8,0.5,0.0,1.0,0.3,0.8,,2024-25
JD Davison,22.0,BOS,PG,4.0,0.0,4.3,0.3,1.0,0.25,0.0,0.5,0.0,0.3,0.5,0.5,0.25,0.3,0.5,0.5,0.0,0.5,0.5,0.3,0.3,0.0,1.0,0.3,0.8,,2024-25
Yuki Kawamura,23.0,MEM,PG,12.0,0.0,2.8,0.3,1.1,0.231,0.1,0.8,0.111,0.2,0.3,0.5,0.269,0.3,0.3,0.75,0.0,0.2,0.2,0.6,0.0,0.0,0.3,0.3,0.8,,2024-25
Karlo Matković,23.0,NOP,PF,5.0,0.0,7.8,0.4,1.0,0.4,0.0,0.0,,0.4,1.0,0.4,0.4,0.0,0.0,,1.2,0.8,2.0,0.0,0.6,0.6,0.8,0.8,0.8,,2024-25
Baylor Scheierman,24.0,BOS,SG,5.0,0.0,6.8,0.2,2.0,0.1,0.0,1.2,0.0,0.2,0.8,0.25,0.1,0.4,0.4,1.0,0.4,1.0,1.4,0.4,0.2,0.0,0.0,0.6,0.8,,2024-25
Colin Castleton,24.0,MEM,C,6.0,0.0,2.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.7,0.7,1.0,0.0,0.8,0.8,0.0,0.0,0.2,0.0,0.3,0.7,,2024-25
Bronny James,20.0,LAL,SG,6.0,0.0,2.7,0.2,1.0,0.167,0.0,0.7,0.0,0.2,0.3,0.5,0.167,0.3,0.3,1.0,0.2,0.0,0.2,0.3,0.2,0.0,0.0,0.3,0.7,,2024-25
Maxwell Lewis,22.0,LAL,SF,6.0,0.0,4.5,0.3,1.0,0.333,0.0,0.0,,0.3,1.0,0.333,0.333,0.0,0.0,,0.3,0.0,0.3,0.3,0.2,0.0,0.2,0.2,0.7,,2024-25
Chris Livingston,21.0,MIL,SF,3.0,0.0,2.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.3,0.3,0.7,0.3,0.3,0.0,0.3,0.0,0.7,,2024-25
Sidy Cissoko,20.0,SAS,SF,9.0,0.0,2.8,0.2,0.7,0.333,0.1,0.2,0.5,0.1,0.4,0.25,0.417,0.0,0.2,0.0,0.2,0.4,0.7,0.6,0.0,0.0,0.1,0.4,0.6,,2024-25
Cui Yongxi,21.0,BRK,SG,5.0,0.0,2.0,0.2,1.4,0.143,0.0,0.6,0.0,0.2,0.8,0.25,0.143,0.2,0.4,0.5,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.6,,2024-25
Tristen Newton,23.0,IND,SG,5.0,0.0,1.6,0.2,1.2,0.167,0.0,0.6,0.0,0.2,0.6,0.333,0.167,0.2,0.2,1.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.6,,2024-25
Garrett Temple,38.0,TOR,SG,8.0,0.0,3.9,0.3,0.8,0.333,0.1,0.3,0.5,0.1,0.5,0.25,0.417,0.0,0.0,,0.1,0.4,0.5,0.6,0.5,0.1,0.1,0.8,0.6,,2024-25
Dominick Barlow,21.0,ATL,SF,2.0,0.0,5.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,,2024-25
Jalen Bridges,23.0,PHO,SF,2.0,0.0,5.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.5,,2024-25
PJ Hall,22.0,DEN,C,4.0,0.0,2.0,0.3,0.8,0.333,0.0,0.5,0.0,0.3,0.3,1.0,0.333,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,,2024-25
Daishen Nix,22.0,MIN,PG,2.0,0.0,5.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.0,2.0,2.0,1.5,0.0,0.0,1.5,0.5,0.5,,2024-25
Stanley Umude,25.0,MIL,SG,6.0,0.0,2.8,0.2,0.5,0.333,0.2,0.5,0.333,0.0,0.0,,0.5,0.0,0.3,0.0,0.0,0.5,0.5,0.2,0.0,0.2,0.0,0.0,0.5,,2024-25
Malevy Leons,25.0,OKC,SF,6.0,0.0,3.5,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.3,0.7,0.5,0.2,0.3,0.5,0.2,0.0,0.0,0.2,0.7,0.3,,2024-25
Jacob Toppin,24.0,NYK,SF,7.0,0.0,3.0,0.1,0.4,0.333,0.0,0.3,0.0,0.1,0.1,1.0,0.333,0.0,0.0,,0.0,0.4,0.4,0.3,0.0,0.0,0.1,0.0,0.3,,2024-25
Alex Ducas,24.0,OKC,SG,4.0,0.0,1.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-25
Kessler Edwards,24.0,DAL,SF,4.0,0.0,2.3,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.0,,2024-25
Joe Ingles,37.0,MIN,SF,7.0,0.0,3.7,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3,0.0,0.3,1.3,0.0,0.0,0.1,0.7,0.0,,2024-25
Harrison Ingram,22.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,2024-25
Daniss Jenkins,23.0,DET,PG,2.0,0.0,2.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,,2024-25
Mason Jones,26.0,SAC,SG,3.0,0.0,4.3,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.3,1.0,1.3,2.3,0.0,0.0,0.0,0.3,0.0,,2024-25
Spencer Jones,23.0,DEN,SF,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,2024-25
Mac McClung,26.0,ORL,SG,1.0,0.0,5.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,2024-25
Justin Minaya,25.0,POR,SF,1.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,2024-25
Riley Minix,24.0,SAS,SF,1.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-25
Jalen Pickett,25.0,DEN,SG,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2024-25
Cole Swider,25.0,DET,SF,2.0,0.0,6.5,0.0,2.5,0.0,0.0,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.5,0.0,,2024-25
League Average,,,,,,,,,0.464,,,0.359,,,0.541,0.54,,,0.777,,,,,,,,,,,2024-25
