Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Willy Hernangómez,NOP,47.0,18.0,3.2,5.7,0.563,0.0,0.1,3.2,0.581,0.565,1.3,2.0,0.667,2.5,4.6,7.1,1.1,0.5,0.5,0.7,7.8,2020-21,0.59,0.28,
Chuma Okeke,ORL,45.0,25.2,3.0,7.2,0.417,1.1,0.348,1.9,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4.0,2.2,1.1,0.5,0.8,7.8,2020-21,0.51,0.23,
Anfernee Simons,POR,64.0,17.3,2.6,6.3,0.419,1.9,0.426,0.8,0.403,0.569,0.7,0.9,0.807,0.2,2.0,2.2,1.4,0.3,0.1,0.7,7.8,2020-21,0.58,0.11,
D.J. Augustin,2TM,57.0,19.8,2.4,6.0,0.394,1.5,0.382,0.9,0.413,0.515,1.5,1.6,0.904,0.4,1.3,1.6,3.3,0.5,0.0,1.1,7.7,2020-21,0.57,0.15,
Ben McLemore,2TM,53.0,17.1,2.5,6.9,0.37,1.8,0.346,0.7,0.447,0.503,0.7,1.0,0.736,0.3,1.6,1.9,0.7,0.4,0.2,0.8,7.7,2020-21,0.52,0.1,
PJ Dozier,DEN,50.0,21.8,3.0,7.1,0.417,0.9,0.315,2.0,0.49,0.483,0.8,1.3,0.636,0.7,2.9,3.6,1.8,0.6,0.4,0.9,7.7,2020-21,0.5,0.17,
Mike James,BRK,13.0,18.2,2.6,7.1,0.37,0.8,0.355,1.8,0.377,0.429,1.6,2.1,0.778,0.2,2.2,2.5,4.2,0.5,0.1,1.5,7.7,2020-21,0.48,0.65,
Naji Marshall,NOP,32.0,21.9,2.6,6.5,0.392,0.9,0.349,1.7,0.421,0.462,1.7,2.3,0.707,0.5,4.2,4.6,2.8,0.8,0.3,1.2,7.7,2020-21,0.51,0.33,
Payton Pritchard,BOS,66.0,19.2,2.8,6.3,0.44,1.5,0.411,1.2,0.482,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,7.7,2020-21,0.58,0.12,
Tomáš Satoranský,CHI,58.0,22.5,2.9,5.7,0.514,0.7,0.356,2.2,0.602,0.578,1.2,1.4,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,7.7,2020-21,0.61,0.19,
Isaiah Thomas,NOP,3.0,16.0,3.0,9.0,0.333,1.0,0.25,2.0,0.4,0.389,0.7,0.7,1.0,0.3,1.0,1.3,1.7,0.3,0.0,2.0,7.7,2020-21,0.41,1.0,
Steven Adams,NOP,58.0,27.7,3.3,5.3,0.614,0.0,0.0,3.3,0.62,0.614,1.0,2.3,0.444,3.7,5.2,8.9,1.9,0.9,0.7,1.3,7.6,2020-21,0.6,0.27,
Garrett Temple,CHI,56.0,27.3,2.8,6.8,0.415,1.2,0.335,1.6,0.503,0.503,0.7,0.9,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1.0,7.6,2020-21,0.53,0.16,
Tristan Thompson,BOS,54.0,23.8,3.1,6.0,0.518,0.0,0.0,3.1,0.523,0.518,1.3,2.2,0.592,3.1,5.0,8.1,1.2,0.4,0.6,1.1,7.6,2020-21,0.55,0.24,
Patrick Beverley,LAC,37.0,22.5,2.5,5.9,0.423,1.5,0.397,1.0,0.468,0.55,1.0,1.2,0.8,0.8,2.4,3.2,2.1,0.8,0.8,0.9,7.5,2020-21,0.58,0.27,
Henry Ellenson,TOR,2.0,19.0,2.5,7.0,0.357,1.0,0.222,1.5,0.6,0.429,1.5,2.0,0.75,1.5,4.5,6.0,2.5,0.0,0.0,0.0,7.5,2020-21,0.48,5.5,
Malachi Flynn,TOR,47.0,19.7,2.7,7.2,0.374,1.1,0.321,1.6,0.424,0.453,1.0,1.2,0.804,0.2,2.3,2.5,2.9,0.8,0.1,0.9,7.5,2020-21,0.49,0.17,
Jaxson Hayes,NOP,60.0,16.1,2.9,4.7,0.625,0.1,0.429,2.8,0.635,0.636,1.6,2.0,0.775,1.5,2.8,4.3,0.6,0.4,0.6,0.7,7.5,2020-21,0.67,0.18,
DeAndre Jordan,BRK,57.0,21.9,3.3,4.4,0.763,0.0,0.0,3.3,0.766,0.763,0.8,1.6,0.5,2.1,5.4,7.5,1.6,0.3,1.1,1.5,7.5,2020-21,0.73,0.26,
Edmond Sumner,IND,53.0,16.2,2.8,5.3,0.525,0.7,0.398,2.1,0.582,0.587,1.3,1.6,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1.0,7.5,2020-21,0.62,0.14,
JJ Redick,2TM,44.0,16.4,2.4,6.1,0.397,1.5,0.371,0.9,0.449,0.521,1.1,1.2,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,7.4,2020-21,0.56,0.13,
Jalen Harris,TOR,13.0,13.2,2.8,5.5,0.5,1.3,0.472,1.5,0.528,0.618,0.5,0.7,0.778,0.2,1.2,1.4,1.3,0.6,0.0,1.1,7.4,2020-21,0.64,0.52,
Jalen McDaniels,CHO,47.0,19.2,2.8,6.0,0.468,0.7,0.333,2.1,0.547,0.53,1.0,1.4,0.703,1.0,2.6,3.6,1.1,0.6,0.4,1.0,7.4,2020-21,0.56,0.18,
JaVale McGee,2TM,46.0,14.7,3.1,6.1,0.511,0.1,0.208,3.0,0.539,0.52,1.0,1.5,0.657,1.7,3.5,5.2,0.8,0.4,1.2,1.3,7.3,2020-21,0.54,0.22,
Louis King,SAC,6.0,14.2,2.8,5.7,0.5,0.7,0.364,2.2,0.565,0.559,1.0,1.0,1.0,0.8,2.2,3.0,1.5,1.2,0.5,0.7,7.3,2020-21,0.59,1.65,
Khem Birch,2TM,67.0,22.8,2.8,5.7,0.497,0.2,0.25,2.6,0.537,0.514,1.4,1.9,0.705,2.6,3.2,5.8,1.3,0.7,0.7,0.7,7.2,2020-21,0.55,0.17,
James Johnson,2TM,51.0,20.5,2.9,6.4,0.446,0.6,0.258,2.3,0.556,0.494,0.9,1.5,0.592,0.6,2.8,3.5,1.9,0.8,0.8,1.1,7.2,2020-21,0.51,0.18,
Justin Jackson,2TM,34.0,17.0,2.6,6.5,0.403,1.1,0.308,1.6,0.51,0.484,0.9,1.1,0.838,0.5,1.8,2.3,1.5,0.4,0.1,0.9,7.2,2020-21,0.52,0.19,
Kent Bazemore,GSW,67.0,19.9,2.6,5.9,0.449,1.1,0.408,1.5,0.486,0.545,0.8,1.2,0.692,0.4,3.0,3.4,1.6,1.0,0.5,1.2,7.2,2020-21,0.56,0.13,
Juancho Hernangómez,MIN,52.0,17.3,2.5,5.8,0.435,1.1,0.327,1.4,0.573,0.527,1.2,1.9,0.619,0.9,3.1,3.9,0.7,0.4,0.1,0.5,7.2,2020-21,0.54,0.15,
Aaron Holiday,IND,66.0,17.8,2.6,6.6,0.39,1.0,0.368,1.6,0.406,0.467,1.0,1.3,0.819,0.2,1.1,1.3,1.9,0.7,0.2,1.0,7.2,2020-21,0.5,0.09,
Tony Bradley,2TM,42.0,16.3,3.1,4.7,0.665,0.0,0.0,3.1,0.675,0.665,0.9,1.3,0.691,2.0,3.7,5.7,0.9,0.4,0.7,0.8,7.1,2020-21,0.67,0.29,
Dewayne Dedmon,MIA,16.0,13.1,2.9,4.1,0.708,0.1,0.2,2.8,0.75,0.715,1.3,1.7,0.741,1.8,3.6,5.4,0.8,0.6,0.4,0.8,7.1,2020-21,0.73,0.74,
Maxi Kleber,DAL,50.0,26.8,2.3,5.5,0.422,1.7,0.41,0.6,0.46,0.58,0.7,0.7,0.919,0.9,4.3,5.2,1.4,0.5,0.7,0.6,7.1,2020-21,0.61,0.22,
Ignas Brazdeikis,3TM,13.0,19.2,2.7,6.4,0.422,0.8,0.393,1.8,0.436,0.488,0.8,1.1,0.714,0.8,2.6,3.5,1.3,0.3,0.2,0.9,7.0,2020-21,0.51,0.57,
Ignas Brazdeikis,NYK,4.0,1.8,0.0,0.3,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,1.0,0.3,0.3,0.5,0.3,0.0,0.0,0.3,0.5,2020-21,0.48,0.18,
Ignas Brazdeikis,PHI,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2020-21,0.0,-1.0,
Ignas Brazdeikis,ORL,8.0,29.3,4.4,9.9,0.443,1.4,0.407,3.0,0.462,0.513,1.0,1.5,0.667,1.3,3.9,5.1,2.0,0.5,0.4,1.4,11.1,2020-21,0.53,1.46,
Daniel Gafford,2TM,54.0,14.6,2.9,4.2,0.684,0.0,,2.9,0.684,0.684,1.3,2.0,0.667,1.7,2.5,4.3,0.5,0.5,1.4,0.8,7.0,2020-21,0.69,0.2,
Draymond Green,GSW,63.0,31.5,2.7,6.0,0.447,0.5,0.27,2.2,0.535,0.492,1.1,1.4,0.795,0.9,6.3,7.1,8.9,1.7,0.8,3.0,7.0,2020-21,0.53,0.3,
Dwight Howard,PHI,69.0,17.3,2.6,4.4,0.587,0.1,0.25,2.5,0.611,0.596,1.8,3.0,0.576,2.8,5.7,8.4,0.9,0.4,0.9,1.6,7.0,2020-21,0.61,0.19,
Terance Mann,LAC,67.0,18.9,2.7,5.2,0.509,0.6,0.418,2.1,0.541,0.563,1.2,1.4,0.83,0.8,2.8,3.6,1.6,0.4,0.2,0.6,7.0,2020-21,0.6,0.14,
Royce O'Neale,UTA,71.0,31.6,2.5,5.5,0.444,1.5,0.385,1.0,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,7.0,2020-21,0.61,0.19,
R.J. Hampton,2TM,51.0,17.4,2.7,6.1,0.435,0.5,0.31,2.1,0.482,0.478,1.1,1.6,0.671,0.6,2.9,3.5,1.7,0.4,0.2,1.0,6.9,2020-21,0.51,0.15,
Moritz Wagner,3TM,45.0,16.0,2.3,5.1,0.454,0.7,0.341,1.6,0.529,0.522,1.6,1.9,0.816,0.6,2.6,3.2,1.1,0.6,0.4,1.0,6.9,2020-21,0.58,0.18,
Moritz Wagner,WAS,25.0,15.0,2.5,4.9,0.508,0.5,0.31,2.0,0.613,0.561,1.6,2.1,0.788,0.5,2.4,2.9,1.3,0.9,0.3,0.8,7.1,2020-21,0.61,0.35,
Moritz Wagner,BOS,9.0,6.8,0.4,1.6,0.286,0.2,0.333,0.2,0.25,0.357,0.1,0.2,0.5,0.3,1.8,2.1,0.7,0.0,0.1,1.0,1.2,2020-21,0.36,0.2,
Moritz Wagner,ORL,11.0,26.0,3.5,8.5,0.409,1.5,0.372,2.0,0.44,0.495,2.6,3.0,0.879,1.0,3.9,4.9,1.1,0.4,0.8,1.2,11.0,2020-21,0.56,1.05,
Georges Niang,UTA,72.0,16.0,2.5,5.6,0.437,1.7,0.425,0.7,0.469,0.59,0.3,0.3,0.957,0.4,2.1,2.4,0.8,0.3,0.1,0.7,6.9,2020-21,0.6,0.09,
Gorgui Dieng,2TM,38.0,14.5,2.2,4.3,0.521,0.8,0.429,1.4,0.591,0.613,1.5,1.8,0.866,1.1,2.6,3.7,1.3,0.7,0.4,0.8,6.8,2020-21,0.67,0.26,
Pat Connaughton,MIL,69.0,22.8,2.4,5.6,0.434,1.5,0.371,1.0,0.583,0.565,0.4,0.6,0.775,0.9,3.9,4.8,1.2,0.7,0.3,0.5,6.8,2020-21,0.58,0.14,
Killian Hayes,DET,26.0,25.8,2.7,7.7,0.353,0.8,0.278,2.0,0.395,0.403,0.5,0.7,0.824,0.2,2.4,2.7,5.3,1.0,0.4,3.2,6.8,2020-21,0.42,0.3,
Derrick Jones Jr.,POR,58.0,22.7,2.5,5.2,0.484,0.7,0.316,1.8,0.619,0.554,1.0,1.6,0.648,1.3,2.2,3.5,0.8,0.6,0.9,0.6,6.8,2020-21,0.58,0.15,
Jaden McDaniels,MIN,63.0,24.0,2.6,5.8,0.447,1.1,0.364,1.5,0.544,0.545,0.4,0.7,0.6,0.8,2.9,3.7,1.1,0.6,1.0,0.7,6.8,2020-21,0.56,0.14,
Justise Winslow,MEM,26.0,19.5,2.8,8.1,0.352,0.4,0.185,2.5,0.41,0.376,0.8,1.3,0.571,0.7,3.8,4.5,1.9,0.6,0.5,1.4,6.8,2020-21,0.39,0.27,
Dennis Smith Jr.,2TM,23.0,18.3,2.5,6.3,0.4,0.8,0.328,1.7,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1.0,0.6,1.1,6.7,2020-21,0.49,0.38,
Jeff Teague,2TM,55.0,17.3,2.2,5.2,0.433,0.7,0.439,1.6,0.431,0.496,1.6,1.9,0.848,0.3,1.3,1.6,2.4,0.6,0.2,1.2,6.7,2020-21,0.56,0.13,
Spencer Dinwiddie,BRK,3.0,21.3,2.0,5.3,0.375,0.7,0.286,1.3,0.444,0.438,2.0,2.0,1.0,0.0,4.3,4.3,3.0,0.7,0.3,1.7,6.7,2020-21,0.54,3.33,
Damyean Dotson,CLE,46.0,19.7,2.6,6.4,0.406,1.0,0.289,1.6,0.545,0.485,0.5,0.8,0.667,0.1,1.9,2.0,2.0,0.3,0.1,0.9,6.7,2020-21,0.5,0.13,
Markieff Morris,LAL,61.0,19.7,2.5,6.2,0.405,1.1,0.311,1.4,0.521,0.491,0.6,0.8,0.72,0.8,3.6,4.4,1.2,0.4,0.3,0.9,6.7,2020-21,0.51,0.13,
Abdel Nader,PHO,24.0,14.8,2.4,4.8,0.491,0.8,0.419,1.6,0.534,0.569,1.2,1.5,0.757,0.3,2.3,2.6,0.8,0.4,0.4,0.8,6.7,2020-21,0.61,0.31,
Ish Smith,WAS,44.0,21.0,2.9,6.8,0.434,0.4,0.367,2.5,0.448,0.465,0.4,0.8,0.576,0.5,2.9,3.4,3.9,0.7,0.3,0.9,6.7,2020-21,0.47,0.22,
Alex Len,2TM,64.0,15.3,2.7,4.3,0.615,0.1,0.32,2.5,0.644,0.629,1.1,1.8,0.629,1.2,2.8,4.1,0.8,0.3,1.0,0.9,6.6,2020-21,0.65,0.15,
Trey Burke,DAL,62.0,14.7,2.4,5.7,0.428,0.9,0.354,1.5,0.492,0.51,0.8,0.9,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,6.6,2020-21,0.54,0.09,
Nic Claxton,BRK,32.0,18.6,2.8,4.5,0.621,0.0,0.2,2.8,0.636,0.624,1.0,2.0,0.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,6.6,2020-21,0.61,0.36,
Frank Kaminsky,PHO,47.0,15.2,2.6,5.5,0.471,0.7,0.365,1.9,0.523,0.531,0.8,1.3,0.617,0.8,3.2,4.0,1.7,0.3,0.4,0.5,6.6,2020-21,0.54,0.19,
Xavier Tillman Sr.,MEM,59.0,18.4,2.8,5.1,0.559,0.4,0.338,2.5,0.62,0.595,0.6,0.9,0.642,1.3,3.1,4.3,1.3,0.7,0.6,0.8,6.6,2020-21,0.6,0.17,
Nemanja Bjelica,2TM,37.0,16.1,2.4,5.3,0.454,0.7,0.318,1.7,0.559,0.523,1.0,1.4,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,6.5,2020-21,0.55,0.22,
Marquese Chriss,GSW,2.0,13.5,2.5,7.0,0.357,0.5,0.2,2.0,0.444,0.393,1.0,2.0,0.5,1.5,5.0,6.5,1.0,0.0,1.0,1.0,6.5,2020-21,0.41,4.25,
Damion Lee,GSW,57.0,18.9,2.2,4.8,0.467,1.4,0.397,0.9,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,6.5,2020-21,0.63,0.15,
Chasson Randle,ORL,41.0,20.4,2.2,5.8,0.388,1.1,0.338,1.2,0.449,0.481,0.9,1.2,0.792,0.2,1.8,2.0,1.8,0.5,0.1,1.1,6.5,2020-21,0.51,0.14,
Denzel Valentine,CHI,62.0,16.7,2.5,6.7,0.373,1.3,0.331,1.2,0.431,0.469,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,6.5,2020-21,0.48,0.11,
Avery Bradley,2TM,27.0,22.3,2.4,6.3,0.374,1.2,0.327,1.1,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1.0,6.4,2020-21,0.49,0.22,
Alex Caruso,LAL,58.0,21.0,2.3,5.3,0.436,0.9,0.401,1.3,0.464,0.526,0.8,1.3,0.645,0.5,2.4,2.9,2.8,1.1,0.3,1.3,6.4,2020-21,0.54,0.15,
Kira Lewis Jr.,NOP,54.0,16.7,2.4,6.2,0.386,0.7,0.333,1.7,0.415,0.445,0.8,0.9,0.843,0.2,1.1,1.3,2.3,0.7,0.2,0.6,6.4,2020-21,0.49,0.12,
Timothé Luwawu-Cabarrot,BRK,58.0,18.1,2.2,6.1,0.365,1.3,0.314,0.9,0.47,0.471,0.6,0.7,0.814,0.5,1.7,2.2,1.2,0.6,0.1,0.7,6.4,2020-21,0.5,0.1,
Deni Avdija,WAS,54.0,23.3,2.4,5.8,0.417,1.0,0.315,1.4,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,6.3,2020-21,0.51,0.17,
Tyus Jones,MEM,70.0,17.5,2.5,5.9,0.431,0.6,0.321,1.9,0.487,0.485,0.6,0.6,0.911,0.3,1.7,2.0,3.7,0.9,0.1,0.7,6.3,2020-21,0.51,0.13,
Frank Mason III,ORL,4.0,19.8,2.3,6.0,0.375,0.5,0.4,1.8,0.368,0.417,1.3,1.8,0.714,0.8,2.3,3.0,3.0,0.0,0.0,1.3,6.3,2020-21,0.46,1.7,
Chimezie Metu,SAC,36.0,13.6,2.5,5.0,0.508,0.4,0.351,2.2,0.549,0.545,0.9,1.2,0.721,0.9,2.3,3.1,0.8,0.4,0.5,0.8,6.3,2020-21,0.57,0.21,
Aron Baynes,TOR,53.0,18.5,2.5,5.7,0.441,0.5,0.262,2.0,0.532,0.485,0.5,0.8,0.707,1.6,3.5,5.2,0.9,0.3,0.4,0.9,6.1,2020-21,0.5,0.16,
Facundo Campazzo,DEN,65.0,21.9,1.8,4.8,0.381,1.2,0.352,0.7,0.444,0.502,1.2,1.4,0.879,0.3,1.7,2.1,3.6,1.2,0.2,1.1,6.1,2020-21,0.56,0.14,
Robert Franks,ORL,7.0,14.4,1.9,4.0,0.464,0.7,0.333,1.1,0.615,0.554,1.7,1.9,0.923,0.9,1.1,2.0,0.7,0.4,0.4,0.3,6.1,2020-21,0.63,1.0,
Jaylen Hoard,OKC,19.0,16.8,2.3,4.6,0.5,0.0,0.0,2.3,0.571,0.5,1.5,2.2,0.683,1.1,2.3,3.4,1.3,0.7,0.3,0.9,6.1,2020-21,0.55,0.42,
Max Strus,MIA,39.0,13.0,2.2,4.8,0.455,1.3,0.338,0.9,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,6.1,2020-21,0.6,0.13,
Dakota Mathias,PHI,8.0,15.4,2.4,6.0,0.396,1.0,0.308,1.4,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,6.0,2020-21,0.47,0.6,
Dean Wade,CLE,63.0,19.2,2.1,4.9,0.431,1.2,0.366,0.9,0.571,0.556,0.5,0.6,0.769,0.6,2.8,3.4,1.2,0.6,0.3,0.5,6.0,2020-21,0.58,0.13,
Dwight Powell,DAL,58.0,16.7,2.1,3.3,0.619,0.1,0.238,2.0,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4.0,1.1,0.6,0.5,0.7,5.9,2020-21,0.7,0.17,
Drew Eubanks,SAS,54.0,14.0,2.1,3.8,0.566,0.0,1.0,2.1,0.562,0.571,1.4,2.0,0.726,1.4,3.1,4.5,0.8,0.3,0.9,0.8,5.8,2020-21,0.62,0.17,
DeAndre' Bembry,TOR,51.0,19.1,2.3,4.5,0.513,0.3,0.264,2.0,0.589,0.544,0.9,1.3,0.682,0.6,2.2,2.9,2.1,1.0,0.4,1.4,5.7,2020-21,0.56,0.16,
Rodney McGruder,DET,16.0,12.1,2.3,4.4,0.529,0.7,0.458,1.6,0.565,0.607,0.4,0.5,0.75,0.5,0.9,1.4,1.0,0.5,0.1,0.4,5.7,2020-21,0.62,0.38,
Jordan Nwora,MIL,30.0,9.1,2.1,4.5,0.459,0.9,0.452,1.1,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2.0,0.2,0.5,0.2,0.8,5.7,2020-21,0.59,0.17,
Juan Toscano-Anderson,GSW,53.0,20.9,2.3,3.9,0.579,0.7,0.402,1.6,0.718,0.667,0.4,0.6,0.71,0.5,3.9,4.4,2.8,0.8,0.5,1.2,5.7,2020-21,0.68,0.21,
Yogi Ferrell,2TM,10.0,13.6,2.0,5.7,0.351,0.9,0.321,1.1,0.379,0.43,0.7,0.9,0.778,0.5,1.4,1.9,2.2,0.7,0.3,0.3,5.6,2020-21,0.46,0.65,
Freddie Gillespie,TOR,20.0,19.6,2.2,4.2,0.524,0.0,,2.2,0.524,0.524,1.2,1.7,0.697,2.1,2.8,4.9,0.5,0.7,1.0,0.6,5.6,2020-21,0.57,0.48,
Donta Hall,ORL,13.0,13.8,1.9,2.7,0.714,0.0,,1.9,0.714,0.714,1.8,2.6,0.676,1.8,2.9,4.8,0.8,0.4,0.8,0.6,5.6,2020-21,0.73,0.78,
Saben Lee,DET,48.0,16.3,2.1,4.4,0.471,0.2,0.348,1.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2.0,3.6,0.7,0.3,1.1,5.6,2020-21,0.53,0.17,
Mychal Mulder,GSW,60.0,12.8,2.0,4.4,0.449,1.4,0.397,0.6,0.667,0.609,0.2,0.4,0.636,0.1,0.9,1.0,0.4,0.2,0.2,0.3,5.6,2020-21,0.61,0.08,
Torrey Craig,2TM,50.0,16.1,2.2,4.5,0.48,0.8,0.368,1.4,0.579,0.566,0.3,0.4,0.773,1.1,2.8,3.9,1.0,0.6,0.5,0.5,5.5,2020-21,0.59,0.17,
Brad Wanamaker,2TM,61.0,17.3,1.9,4.9,0.385,0.3,0.188,1.6,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,5.5,2020-21,0.49,0.11,
Jabari Parker,2TM,13.0,12.7,2.3,4.2,0.545,0.2,0.182,2.2,0.636,0.564,0.8,1.0,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,5.5,2020-21,0.59,0.55,
Anthony Lamb,HOU,24.0,17.3,1.9,4.9,0.39,1.0,0.324,1.0,0.489,0.487,0.8,0.9,0.857,1.1,1.8,2.9,1.0,0.3,0.2,0.8,5.5,2020-21,0.52,0.25,
Garrison Mathews,WAS,64.0,16.2,1.5,3.7,0.409,1.2,0.384,0.3,0.538,0.57,1.3,1.5,0.884,0.3,1.1,1.4,0.4,0.5,0.1,0.2,5.5,2020-21,0.63,0.08,
Devin Vassell,SAS,62.0,17.0,2.0,4.9,0.406,0.8,0.347,1.1,0.464,0.492,0.7,0.8,0.843,0.4,2.4,2.8,0.9,0.7,0.3,0.4,5.5,2020-21,0.52,0.11,
Rajon Rondo,2TM,45.0,17.1,2.1,4.8,0.442,0.8,0.404,1.3,0.468,0.526,0.4,0.4,0.941,0.4,2.0,2.4,4.4,0.8,0.1,1.8,5.4,2020-21,0.54,0.19,
Derrick Favors,UTA,68.0,15.3,2.3,3.6,0.638,0.0,0.0,2.3,0.643,0.638,0.9,1.2,0.738,2.0,3.5,5.5,0.6,0.5,1.0,0.5,5.4,2020-21,0.65,0.16,
Taj Gibson,NYK,45.0,20.8,2.2,3.5,0.627,0.1,0.2,2.1,0.671,0.636,0.9,1.2,0.727,2.2,3.4,5.6,0.8,0.7,1.1,0.5,5.4,2020-21,0.67,0.26,
Tyler Johnson,BRK,39.0,17.5,1.8,4.7,0.393,1.2,0.364,0.6,0.471,0.525,0.5,0.5,0.857,0.2,1.8,2.0,1.2,0.4,0.0,0.4,5.4,2020-21,0.55,0.15,
Jahlil Okafor,DET,27.0,12.9,2.3,3.8,0.618,0.1,0.222,2.3,0.656,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,5.4,2020-21,0.64,0.23,
Josh Okogie,MIN,59.0,20.3,1.7,4.3,0.402,0.5,0.269,1.2,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,5.4,2020-21,0.53,0.12,
Justin Patton,HOU,13.0,19.0,2.2,5.4,0.414,0.7,0.265,1.5,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,5.4,2020-21,0.49,0.67,
Jarred Vanderbilt,MIN,64.0,17.8,2.2,3.7,0.606,0.0,0.2,2.2,0.615,0.608,0.9,1.6,0.559,1.8,3.9,5.8,1.2,1.0,0.7,0.8,5.4,2020-21,0.61,0.17,
Mason Jones,2TM,32.0,10.4,1.6,3.8,0.423,0.8,0.364,0.9,0.491,0.52,1.3,2.0,0.625,0.2,1.5,1.7,1.3,0.2,0.0,0.9,5.3,2020-21,0.57,0.15,
Willie Cauley-Stein,DAL,53.0,17.1,2.2,3.4,0.632,0.0,0.091,2.2,0.667,0.635,0.9,1.5,0.628,1.2,3.2,4.5,0.7,0.4,0.8,0.5,5.3,2020-21,0.65,0.18,
Jarrett Culver,MIN,34.0,14.7,2.0,4.9,0.411,0.4,0.245,1.6,0.487,0.449,0.9,1.4,0.604,1.0,2.1,3.1,0.7,0.5,0.3,0.8,5.3,2020-21,0.48,0.17,
Glenn Robinson III,SAC,23.0,16.0,1.8,4.3,0.424,0.7,0.364,1.1,0.473,0.505,0.9,1.0,0.913,0.5,1.5,2.0,0.9,0.2,0.1,0.5,5.3,2020-21,0.56,0.23,
Tony Snell,ATL,47.0,21.1,1.9,3.6,0.515,1.3,0.569,0.6,0.419,0.696,0.2,0.2,1.0,0.4,2.0,2.4,1.3,0.3,0.2,0.4,5.3,2020-21,0.72,0.16,
Maurice Harkless,2TM,37.0,20.9,1.9,4.5,0.418,0.6,0.274,1.2,0.568,0.488,0.9,1.2,0.767,0.4,2.1,2.4,1.2,0.8,0.5,0.6,5.2,2020-21,0.52,0.18,
D.J. Wilson,2TM,35.0,12.4,1.9,4.8,0.405,0.9,0.345,1.1,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,5.2,2020-21,0.51,0.18,
Alize Johnson,BRK,18.0,10.5,2.2,3.8,0.588,0.1,0.167,2.2,0.629,0.596,0.7,0.7,1.0,1.5,3.5,5.0,0.8,0.3,0.3,0.5,5.2,2020-21,0.63,0.53,
Patrick Patterson,LAC,38.0,15.3,1.9,4.3,0.436,1.1,0.357,0.8,0.604,0.558,0.3,0.4,0.765,0.5,1.5,2.0,0.8,0.4,0.2,0.3,5.2,2020-21,0.58,0.15,
Dylan Windler,CLE,31.0,16.5,1.8,4.2,0.438,0.8,0.338,1.0,0.585,0.538,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1.0,5.2,2020-21,0.57,0.23,
Isaiah Hartenstein,2TM,46.0,12.2,2.0,3.7,0.55,0.0,0.333,2.0,0.558,0.556,1.0,1.5,0.648,1.4,2.5,3.9,1.2,0.4,0.8,1.0,5.1,2020-21,0.58,0.18,
Goga Bitadze,IND,45.0,12.5,1.8,4.3,0.428,0.4,0.253,1.4,0.548,0.479,1.0,1.4,0.738,1.3,2.0,3.3,0.8,0.2,1.3,0.4,5.1,2020-21,0.52,0.16,
Sekou Doumbouya,DET,56.0,15.5,1.9,5.0,0.379,0.5,0.226,1.4,0.485,0.426,0.8,1.1,0.703,0.7,1.9,2.6,0.8,0.4,0.2,0.8,5.1,2020-21,0.46,0.09,
