Player,Team,G,MP,FG,FGA,FG%,3P,3P%,2P,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PTS,Season,TS%,EFF,MVP_Rank
Roshown McLeod,2TM,35.0,26.3,4.1,9.5,0.437,0.1,0.091,4.1,0.461,0.44,1.3,1.5,0.882,1.1,2.3,3.4,1.7,0.7,0.2,1.7,9.6,2000-01,0.47,0.24,
Patrick Ewing,SEA,79.0,26.7,3.7,8.7,0.43,0.0,0.0,3.7,0.431,0.43,2.2,3.2,0.685,1.6,5.8,7.4,1.2,0.7,1.2,1.9,9.6,2000-01,0.47,0.15,
Rick Fox,LAL,82.0,27.9,3.5,7.9,0.444,1.4,0.393,2.1,0.488,0.536,1.2,1.5,0.779,1.0,3.0,4.0,3.2,0.9,0.4,1.7,9.6,2000-01,0.56,0.14,
Tyrone Hill,PHI,76.0,31.1,3.7,7.7,0.474,0.0,0.0,3.7,0.474,0.474,2.3,3.6,0.63,3.1,5.9,9.0,0.6,0.5,0.4,1.7,9.6,2000-01,0.52,0.17,
George McCloud,DEN,76.0,26.4,3.3,8.6,0.382,1.0,0.329,2.3,0.411,0.44,2.0,2.4,0.84,0.7,2.2,2.9,3.7,0.7,0.4,1.5,9.6,2000-01,0.5,0.13,
Charles Oakley,TOR,78.0,35.5,3.9,10.1,0.388,0.1,0.224,3.8,0.399,0.395,1.6,1.9,0.836,1.8,7.7,9.5,3.4,1.0,0.6,1.8,9.6,2000-01,0.44,0.2,
Courtney Alexander,2TM,65.0,21.3,3.7,8.8,0.417,0.3,0.37,3.4,0.421,0.432,1.9,2.3,0.82,0.6,1.6,2.2,1.0,0.7,0.1,1.2,9.5,2000-01,0.48,0.1,
Marcus Fizer,CHI,72.0,21.9,3.9,9.0,0.43,0.1,0.256,3.7,0.442,0.438,1.6,2.2,0.727,1.1,3.3,4.3,1.1,0.4,0.3,1.7,9.5,2000-01,0.48,0.11,
Chris Whitney,WAS,59.0,26.0,3.1,8.0,0.387,1.6,0.375,1.5,0.401,0.486,1.7,1.9,0.894,0.2,1.6,1.8,4.2,0.9,0.1,1.7,9.5,2000-01,0.54,0.16,
Antonio Daniels,SAS,79.0,26.1,3.5,7.4,0.468,0.9,0.404,2.5,0.496,0.531,1.5,2.0,0.776,0.3,1.7,2.1,3.8,0.8,0.2,1.4,9.4,2000-01,0.57,0.13,
LaPhonso Ellis,MIN,82.0,23.8,3.6,7.8,0.464,0.1,0.318,3.5,0.469,0.47,2.1,2.6,0.79,2.4,3.6,6.0,1.1,0.8,0.9,1.3,9.4,2000-01,0.53,0.15,
Lucious Harris,NJN,73.0,28.4,3.6,8.5,0.425,0.6,0.348,3.0,0.445,0.462,1.5,1.9,0.77,1.0,3.0,3.9,1.8,1.0,0.2,0.9,9.4,2000-01,0.5,0.14,
Darius Miles,LAC,81.0,26.3,3.9,7.8,0.505,0.0,0.053,3.9,0.519,0.506,1.5,2.9,0.521,1.6,4.3,5.9,1.2,0.6,1.5,1.8,9.4,2000-01,0.52,0.14,
Jason Williams,SAC,77.0,29.7,3.6,9.0,0.407,1.3,0.315,2.4,0.483,0.478,0.8,1.0,0.789,0.2,2.2,2.4,5.4,1.2,0.1,2.1,9.4,2000-01,0.5,0.14,
Christian Laettner,2TM,78.0,21.3,3.6,7.1,0.503,0.1,0.308,3.5,0.507,0.506,2.2,2.6,0.833,1.5,3.2,4.7,1.6,0.9,0.6,1.8,9.3,2000-01,0.56,0.15,
Kevin Willis,2TM,78.0,23.5,3.9,8.8,0.441,0.0,0.167,3.9,0.443,0.441,1.4,1.9,0.769,2.3,4.6,6.8,0.6,0.7,0.7,1.1,9.3,2000-01,0.48,0.15,
Chauncey Billups,MIN,77.0,23.2,3.2,7.6,0.422,0.9,0.376,2.3,0.445,0.485,1.9,2.2,0.842,0.4,1.6,2.1,3.4,0.7,0.1,1.4,9.3,2000-01,0.54,0.12,
Morris Peterson,TOR,80.0,22.6,3.6,8.4,0.431,0.8,0.382,2.8,0.447,0.478,1.3,1.8,0.717,1.4,1.8,3.2,1.3,0.8,0.3,1.0,9.3,2000-01,0.51,0.11,
John Starks,UTA,75.0,28.3,3.6,9.1,0.398,0.9,0.352,2.8,0.415,0.445,1.2,1.5,0.802,0.4,1.7,2.1,2.4,1.0,0.1,1.3,9.3,2000-01,0.48,0.1,
Rod Strickland,2TM,54.0,25.4,3.4,7.9,0.424,0.1,0.235,3.3,0.432,0.429,2.4,3.2,0.751,0.7,1.9,2.6,5.6,1.0,0.1,2.0,9.2,2000-01,0.49,0.21,
Kendall Gill,NJN,31.0,28.8,3.5,10.4,0.331,0.1,0.286,3.3,0.333,0.337,2.1,2.9,0.722,1.0,3.2,4.2,2.8,1.5,0.2,1.5,9.1,2000-01,0.39,0.28,
Fred Hoiberg,CHI,74.0,30.4,2.9,6.7,0.438,1.4,0.412,1.5,0.465,0.542,1.8,2.1,0.866,0.3,3.9,4.2,3.6,1.3,0.2,1.0,9.1,2000-01,0.6,0.18,
Othella Harrington,2TM,74.0,24.5,3.3,6.9,0.487,0.0,0.0,3.3,0.49,0.487,2.3,3.0,0.763,1.9,3.4,5.2,0.8,0.5,0.6,2.0,9.0,2000-01,0.55,0.13,
Howard Eisley,DAL,82.0,29.6,3.2,8.2,0.393,1.3,0.398,1.9,0.389,0.472,1.3,1.5,0.825,0.3,2.1,2.4,3.6,1.2,0.1,1.2,9.0,2000-01,0.51,0.12,
Brad Miller,CHI,57.0,25.2,2.9,6.8,0.435,0.0,0.2,2.9,0.438,0.437,2.9,4.0,0.743,2.5,4.8,7.4,1.9,0.6,0.7,1.3,8.9,2000-01,0.52,0.23,
Brent Barry,SEA,67.0,26.5,3.0,6.0,0.494,1.6,0.476,1.3,0.517,0.63,1.3,1.5,0.816,0.5,2.7,3.1,3.4,1.2,0.2,1.3,8.8,2000-01,0.66,0.18,
Shandon Anderson,HOU,82.0,29.2,3.2,7.2,0.446,0.6,0.271,2.6,0.517,0.485,1.7,2.3,0.734,0.9,3.2,4.1,2.3,1.0,0.5,1.6,8.7,2000-01,0.53,0.13,
Chris Porter,GSW,51.0,22.5,3.4,8.7,0.389,0.0,0.0,3.4,0.393,0.389,1.8,2.8,0.667,1.7,2.0,3.7,1.2,0.9,0.1,1.2,8.6,2000-01,0.43,0.14,
Jahidi White,WAS,68.0,23.7,3.0,6.0,0.498,0.0,0.0,3.0,0.499,0.498,2.6,4.6,0.567,2.6,5.0,7.7,0.3,0.5,1.6,2.0,8.6,2000-01,0.54,0.17,
P.J. Brown,CHH,80.0,35.1,3.1,7.0,0.444,0.0,0.0,3.1,0.447,0.444,2.2,2.6,0.852,3.2,6.1,9.3,1.6,1.0,1.2,1.4,8.5,2000-01,0.52,0.2,
Horace Grant,LAL,77.0,31.0,3.4,7.4,0.462,0.0,0.0,3.4,0.465,0.462,1.7,2.2,0.775,2.9,4.2,7.1,1.6,0.7,0.8,0.6,8.5,2000-01,0.51,0.18,
Michael Olowokandi,LAC,82.0,25.9,3.8,8.6,0.435,0.0,,3.8,0.435,0.435,1.0,1.9,0.545,2.0,4.4,6.4,0.6,0.4,1.3,2.1,8.5,2000-01,0.45,0.11,
George Lynch,PHI,82.0,32.3,3.3,7.5,0.445,0.2,0.263,3.2,0.463,0.457,1.5,2.1,0.719,2.4,4.8,7.2,1.7,1.2,0.4,1.3,8.4,2000-01,0.5,0.16,
Tyrone Nesby,2TM,62.0,25.1,3.0,8.5,0.357,0.8,0.272,2.3,0.4,0.403,1.4,1.7,0.802,0.8,2.0,2.8,1.2,0.8,0.3,1.0,8.3,2000-01,0.45,0.11,
Pat Garrity,ORL,76.0,20.8,2.9,7.6,0.387,1.3,0.433,1.7,0.358,0.471,1.1,1.3,0.867,0.7,2.1,2.8,0.7,0.5,0.2,0.9,8.3,2000-01,0.51,0.09,
Bryant Reeves,VAN,75.0,24.4,3.4,7.4,0.46,0.0,0.25,3.4,0.462,0.461,1.5,1.9,0.796,1.8,4.3,6.0,1.1,0.6,0.7,1.2,8.3,2000-01,0.5,0.15,
Walt Williams,HOU,72.0,22.0,2.8,7.1,0.394,1.4,0.395,1.4,0.392,0.489,1.3,1.8,0.77,0.4,3.0,3.4,1.3,0.4,0.4,1.0,8.3,2000-01,0.53,0.11,
Stephen Jackson,NJN,77.0,21.6,3.2,7.4,0.425,0.7,0.335,2.5,0.458,0.47,1.3,1.8,0.719,0.5,2.2,2.7,1.8,1.1,0.2,1.7,8.2,2000-01,0.5,0.1,
Derrick Coleman,CHH,34.0,20.1,2.9,7.5,0.38,0.6,0.392,2.3,0.377,0.42,1.9,2.7,0.685,1.4,4.1,5.4,1.1,0.3,0.6,1.2,8.1,2000-01,0.47,0.26,
James Posey,DEN,82.0,27.5,3.0,7.2,0.412,0.8,0.3,2.2,0.477,0.467,1.4,1.7,0.816,1.5,3.7,5.3,2.0,1.1,0.5,1.2,8.1,2000-01,0.51,0.14,
Quentin Richardson,LAC,76.0,17.9,3.1,6.9,0.442,0.7,0.331,2.4,0.487,0.49,1.3,2.1,0.627,1.4,2.0,3.4,0.8,0.6,0.1,0.8,8.1,2000-01,0.52,0.1,
Dana Barros,DET,60.0,18.0,3.1,6.9,0.444,0.7,0.419,2.3,0.453,0.498,1.1,1.3,0.85,0.1,1.5,1.6,1.8,0.5,0.0,1.0,8.0,2000-01,0.54,0.12,
Hubert Davis,2TM,66.0,25.6,3.0,6.6,0.453,1.2,0.456,1.8,0.45,0.543,0.8,0.9,0.871,0.4,1.7,2.1,1.7,0.5,0.0,1.2,7.9,2000-01,0.56,0.11,
Keon Clark,2TM,81.0,21.2,3.1,6.4,0.48,0.0,0.0,3.1,0.481,0.48,1.8,3.0,0.592,1.7,3.7,5.4,0.9,0.4,1.9,1.1,7.9,2000-01,0.51,0.13,
Felipe López,2TM,70.0,22.4,3.0,6.8,0.441,0.3,0.365,2.7,0.451,0.461,1.6,2.2,0.699,0.8,2.6,3.3,1.5,0.9,0.4,1.2,7.9,2000-01,0.51,0.12,
John Amaechi,ORL,82.0,20.9,2.9,7.2,0.4,0.0,0.0,2.9,0.405,0.4,2.1,3.4,0.631,0.9,2.3,3.3,0.9,0.3,0.4,1.5,7.9,2000-01,0.45,0.07,
Sean Elliott,SAS,52.0,23.6,2.8,6.5,0.434,1.1,0.426,1.8,0.438,0.515,1.2,1.6,0.714,0.3,2.9,3.3,1.6,0.4,0.5,1.0,7.9,2000-01,0.55,0.17,
Malik Rose,SAS,57.0,21.4,2.8,6.5,0.435,0.1,0.176,2.8,0.447,0.439,2.0,2.8,0.713,1.7,3.7,5.4,0.8,1.0,0.7,1.3,7.7,2000-01,0.5,0.17,
Nazr Mohammed,2TM,58.0,15.7,3.0,6.4,0.477,0.0,0.0,3.0,0.478,0.477,1.5,2.2,0.706,2.0,3.3,5.3,0.3,0.5,0.6,1.1,7.6,2000-01,0.52,0.16,
Mark Jackson,2TM,83.0,31.2,2.9,7.0,0.419,0.8,0.338,2.1,0.463,0.479,0.9,1.1,0.785,0.8,2.9,3.7,8.0,1.0,0.1,2.1,7.6,2000-01,0.51,0.17,
Bruce Bowen,MIA,82.0,32.7,2.6,7.1,0.363,1.3,0.336,1.3,0.394,0.452,1.2,2.0,0.609,0.5,2.4,3.0,1.6,1.0,0.6,0.9,7.6,2000-01,0.48,0.09,
Chris Mihm,CLE,59.0,19.8,2.9,6.6,0.442,0.0,0.0,2.9,0.444,0.442,1.7,2.1,0.794,1.8,2.9,4.7,0.3,0.3,0.9,1.4,7.6,2000-01,0.51,0.14,
Isaiah Rider,LAL,67.0,18.0,3.0,7.0,0.426,0.5,0.37,2.5,0.439,0.462,1.1,1.2,0.855,0.7,1.7,2.3,1.7,0.4,0.1,1.5,7.6,2000-01,0.5,0.1,
Kenny Anderson,BOS,33.0,25.7,2.7,6.9,0.388,0.3,0.333,2.3,0.397,0.412,1.8,2.2,0.831,0.5,1.7,2.2,4.1,1.3,0.1,1.6,7.5,2000-01,0.48,0.27,
Al Harrington,IND,78.0,24.3,3.1,7.0,0.444,0.0,0.143,3.1,0.448,0.445,1.3,2.0,0.656,1.5,3.4,4.9,1.7,0.8,0.2,1.9,7.5,2000-01,0.48,0.11,
Vitaly Potapenko,BOS,82.0,23.2,3.0,6.4,0.476,0.0,,3.0,0.476,0.476,1.4,1.9,0.728,2.5,3.5,6.0,0.8,0.6,0.3,1.3,7.5,2000-01,0.52,0.12,
Erick Dampier,GSW,43.0,24.1,2.9,7.3,0.401,0.0,0.0,2.9,0.404,0.401,1.6,2.9,0.532,2.3,3.6,5.8,1.4,0.4,1.3,1.9,7.4,2000-01,0.43,0.2,
Danny Manning,UTA,82.0,15.9,3.0,6.1,0.494,0.1,0.25,2.9,0.508,0.501,1.2,1.7,0.729,0.8,1.8,2.6,1.1,0.6,0.4,1.2,7.4,2000-01,0.54,0.09,
Eddie Robinson,CHH,67.0,17.9,3.2,6.1,0.531,0.0,0.5,3.2,0.531,0.533,1.0,1.3,0.727,0.9,2.1,3.0,0.9,0.7,0.5,0.6,7.4,2000-01,0.55,0.13,
Vonteego Cummings,GSW,66.0,22.7,2.7,7.8,0.344,0.7,0.336,2.0,0.348,0.391,1.2,1.8,0.681,0.7,1.4,2.1,3.4,1.0,0.2,1.4,7.3,2000-01,0.42,0.1,
Bo Outlaw,ORL,80.0,31.7,2.8,4.6,0.614,0.0,0.5,2.8,0.615,0.615,1.6,2.8,0.573,2.6,5.1,7.7,2.8,1.3,1.7,1.8,7.3,2000-01,0.63,0.2,
Dale Davis,POR,81.0,26.7,3.0,6.0,0.497,0.0,0.0,3.0,0.501,0.497,1.2,1.9,0.632,2.9,4.6,7.5,1.3,0.5,0.9,0.8,7.2,2000-01,0.53,0.16,
Bobby Jackson,SAC,79.0,20.9,2.9,6.7,0.439,0.5,0.375,2.4,0.455,0.476,0.8,1.1,0.739,0.9,2.2,3.1,2.0,1.1,0.1,1.3,7.2,2000-01,0.5,0.1,
Terry Porter,SAS,80.0,21.0,2.5,5.5,0.448,1.1,0.424,1.4,0.468,0.547,1.2,1.5,0.793,0.3,2.2,2.5,3.1,0.7,0.1,1.3,7.2,2000-01,0.58,0.11,
Shawn Bradley,DAL,82.0,24.4,2.7,5.5,0.49,0.0,0.167,2.7,0.494,0.491,1.7,2.2,0.787,2.0,5.5,7.4,0.5,0.4,2.8,1.1,7.1,2000-01,0.55,0.17,
Jason Caffey,MIL,70.0,20.9,2.6,5.2,0.488,0.0,,2.6,0.488,0.488,2.0,3.0,0.673,1.9,3.1,5.0,0.8,0.5,0.4,1.1,7.1,2000-01,0.54,0.13,
Wesley Person,CLE,44.0,21.8,2.9,6.6,0.438,0.8,0.405,2.1,0.452,0.497,0.5,0.7,0.8,0.3,2.7,3.0,1.5,0.6,0.3,0.9,7.1,2000-01,0.51,0.18,
Kenny Thomas,HOU,74.0,24.6,2.8,6.3,0.443,0.3,0.272,2.4,0.485,0.47,1.2,1.7,0.722,1.6,4.0,5.6,1.0,0.5,0.6,1.6,7.1,2000-01,0.5,0.12,
Charlie Ward,NYK,61.0,24.5,2.5,6.1,0.416,1.1,0.383,1.4,0.444,0.505,0.9,1.1,0.8,0.5,2.1,2.6,4.5,1.1,0.2,1.8,7.1,2000-01,0.54,0.16,
Dee Brown,ORL,7.0,22.1,2.3,6.3,0.364,1.7,0.375,0.6,0.333,0.5,0.6,0.7,0.8,0.0,1.6,1.6,1.7,0.6,0.0,1.0,6.9,2000-01,0.52,0.81,
Chris Crawford,ATL,47.0,19.2,2.6,5.7,0.452,0.1,0.273,2.5,0.468,0.463,1.4,1.8,0.819,0.6,1.7,2.3,0.8,0.4,0.3,1.3,6.8,2000-01,0.52,0.12,
Shammond Williams,SEA,69.0,17.9,2.3,5.3,0.438,0.9,0.459,1.4,0.426,0.52,1.2,1.4,0.875,0.5,1.4,1.9,2.8,0.4,0.1,1.2,6.8,2000-01,0.57,0.11,
Matt Maloney,ATL,55.0,25.5,2.7,6.3,0.42,0.9,0.359,1.7,0.461,0.493,0.5,0.6,0.765,0.3,1.9,2.1,2.8,1.0,0.1,1.3,6.7,2000-01,0.51,0.14,
Moochie Norris,HOU,82.0,20.2,2.2,5.0,0.446,0.3,0.281,1.9,0.491,0.476,1.8,2.4,0.778,0.5,1.9,2.4,3.5,0.8,0.0,1.3,6.6,2000-01,0.54,0.1,
Eric Williams,BOS,81.0,21.5,2.0,5.5,0.362,0.6,0.331,1.4,0.375,0.413,2.0,2.9,0.714,0.8,1.8,2.6,1.4,0.8,0.2,0.9,6.6,2000-01,0.49,0.08,
Cedric Ceballos,2TM,40.0,14.0,2.5,5.7,0.441,0.6,0.301,2.0,0.506,0.489,0.9,1.1,0.86,0.9,1.8,2.7,0.5,0.4,0.2,0.8,6.5,2000-01,0.53,0.15,
Mahmoud Abdul-Rauf,VAN,41.0,11.9,2.9,6.0,0.488,0.1,0.286,2.8,0.5,0.496,0.5,0.7,0.759,0.1,0.5,0.6,1.9,0.2,0.0,0.6,6.5,2000-01,0.52,0.13,
Tony Battie,BOS,40.0,21.1,2.7,5.0,0.537,0.0,0.0,2.7,0.545,0.537,1.1,1.7,0.638,1.8,4.0,5.8,0.4,0.7,1.5,0.9,6.5,2000-01,0.57,0.28,
Earl Boykins,LAC,10.0,14.9,2.5,6.3,0.397,0.1,0.125,2.4,0.436,0.405,1.4,1.7,0.824,0.4,0.7,1.1,3.2,0.5,0.0,0.9,6.5,2000-01,0.46,0.63,
Ron Harper,LAL,47.0,24.2,2.7,5.8,0.469,0.4,0.264,2.3,0.543,0.504,0.7,1.0,0.708,1.0,2.6,3.5,2.4,0.8,0.5,1.3,6.5,2000-01,0.52,0.19,
Damon Jones,VAN,71.0,19.9,2.4,5.9,0.409,1.2,0.364,1.2,0.465,0.51,0.5,0.7,0.712,0.2,1.5,1.7,3.2,0.5,0.0,1.1,6.5,2000-01,0.52,0.1,
Shawn Kemp,POR,68.0,15.9,2.5,6.1,0.407,0.1,0.364,2.4,0.408,0.412,1.5,1.9,0.771,0.9,2.9,3.8,1.0,0.7,0.3,1.5,6.5,2000-01,0.47,0.1,
Robert Pack,DEN,74.0,17.0,2.4,5.8,0.425,0.2,0.387,2.3,0.428,0.439,1.4,1.9,0.766,0.4,1.4,1.9,4.0,0.9,0.0,1.8,6.5,2000-01,0.49,0.1,
Scot Pollard,SAC,77.0,21.5,2.4,5.1,0.468,0.0,0.0,2.4,0.471,0.468,1.7,2.2,0.749,2.2,3.8,6.0,0.6,0.6,1.3,0.9,6.5,2000-01,0.54,0.14,
Anthony Carter,MIA,72.0,22.6,2.7,6.7,0.406,0.1,0.15,2.6,0.43,0.413,0.9,1.4,0.631,0.6,1.9,2.5,3.7,1.0,0.1,1.7,6.4,2000-01,0.44,0.1,
Michael Doleac,ORL,77.0,18.2,2.9,6.8,0.417,0.0,0.0,2.9,0.42,0.417,0.6,0.8,0.847,0.9,2.6,3.5,0.8,0.5,0.5,0.8,6.4,2000-01,0.45,0.09,
Tom Gugliotta,PHO,57.0,20.3,2.6,6.7,0.392,0.1,0.25,2.6,0.397,0.396,1.1,1.4,0.792,1.3,3.1,4.5,1.0,0.8,0.4,0.9,6.4,2000-01,0.44,0.14,
Ben Wallace,DET,80.0,34.5,2.7,5.5,0.49,0.0,0.25,2.7,0.492,0.491,1.0,3.0,0.336,3.8,9.4,13.2,1.5,1.3,2.3,1.5,6.4,2000-01,0.47,0.23,
Jerome Williams,2TM,59.0,20.0,2.3,5.0,0.463,0.0,0.0,2.3,0.467,0.463,1.7,2.3,0.741,2.3,4.2,6.5,0.8,1.0,0.3,1.1,6.3,2000-01,0.52,0.18,
Brevin Knight,2TM,53.0,27.5,2.6,7.0,0.375,0.0,0.1,2.6,0.382,0.376,1.0,1.2,0.818,0.4,2.7,3.2,5.9,1.9,0.1,1.7,6.3,2000-01,0.42,0.21,
Bryce Drew,CHI,48.0,27.2,2.6,6.8,0.379,0.8,0.381,1.8,0.378,0.44,0.3,0.4,0.737,0.3,1.2,1.4,3.9,0.7,0.1,1.4,6.3,2000-01,0.45,0.14,
Khalid El-Amin,CHI,50.0,18.7,2.3,6.2,0.37,0.6,0.333,1.7,0.383,0.415,1.1,1.4,0.778,0.4,1.2,1.6,2.9,1.0,0.0,1.1,6.3,2000-01,0.46,0.13,
Greg Buckner,DAL,37.0,22.2,2.3,5.2,0.438,0.1,0.286,2.2,0.443,0.443,1.6,2.2,0.728,1.6,2.6,4.2,1.3,0.9,0.2,0.7,6.2,2000-01,0.5,0.23,
Matt Geiger,PHI,35.0,15.5,2.5,6.4,0.393,0.0,0.0,2.5,0.396,0.393,1.1,1.5,0.685,1.4,2.5,4.0,0.4,0.3,0.2,0.7,6.1,2000-01,0.43,0.17,
Jacque Vaughn,UTA,82.0,19.8,2.1,4.8,0.433,0.4,0.385,1.7,0.444,0.471,1.6,2.0,0.78,0.2,1.6,1.8,3.9,0.6,0.0,1.6,6.1,2000-01,0.54,0.09,
Scott Williams,MIL,66.0,19.3,2.6,5.5,0.474,0.0,0.25,2.6,0.476,0.475,0.9,1.1,0.857,1.5,4.0,5.5,0.5,0.7,0.5,0.6,6.1,2000-01,0.51,0.15,
Doug Overton,3TM,21.0,22.6,2.5,6.6,0.374,0.5,0.306,2.0,0.398,0.414,0.5,0.8,0.625,0.2,1.7,1.9,3.4,0.4,0.0,1.5,6.0,2000-01,0.43,0.28,
Doug Overton,BOS,7.0,20.6,2.1,6.3,0.341,0.1,0.25,2.0,0.35,0.352,1.0,1.6,0.636,0.4,1.7,2.1,2.7,0.6,0.0,1.9,5.4,2000-01,0.39,0.59,
Doug Overton,CHH,2.0,7.5,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,1.5,2.0,2000-01,1.0,0.5,
Doug Overton,NJN,12.0,26.3,2.9,7.8,0.376,0.8,0.313,2.1,0.41,0.43,0.3,0.4,0.6,0.1,1.9,2.0,4.4,0.3,0.0,1.3,6.9,2000-01,0.43,0.61,
Dell Curry,TOR,71.0,13.5,2.3,5.4,0.424,0.9,0.428,1.4,0.422,0.505,0.6,0.7,0.843,0.2,1.0,1.2,1.1,0.4,0.1,0.5,6.0,2000-01,0.53,0.07,
A.J. Guyton,CHI,33.0,19.1,2.4,5.8,0.406,0.8,0.391,1.5,0.415,0.477,0.5,0.5,0.833,0.3,0.8,1.1,1.9,0.3,0.2,0.7,6.0,2000-01,0.5,0.16,
Trajan Langdon,CLE,65.0,17.2,2.1,4.8,0.431,0.8,0.411,1.3,0.444,0.513,1.0,1.2,0.895,0.2,1.2,1.4,1.2,0.6,0.1,0.8,6.0,2000-01,0.56,0.09,
Grant Long,VAN,66.0,22.8,2.1,4.8,0.439,0.1,0.267,2.1,0.447,0.445,1.7,2.4,0.713,1.2,3.0,4.2,1.3,1.1,0.2,0.9,6.0,2000-01,0.51,0.13,
David Wingate,SEA,1.0,9.0,3.0,3.0,1.0,0.0,,3.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2000-01,1.0,8.0,
Larry Robinson,2TM,34.0,18.6,2.0,5.4,0.364,1.3,0.379,0.7,0.338,0.484,0.6,0.7,0.875,0.7,1.9,2.6,1.1,0.8,0.1,0.7,5.9,2000-01,0.52,0.19,
Keyon Dooling,LAC,76.0,16.3,1.9,4.8,0.409,0.4,0.35,1.6,0.426,0.448,1.6,2.4,0.698,0.1,1.1,1.2,2.3,0.5,0.1,1.2,5.9,2000-01,0.5,0.07,
Adonal Foyle,GSW,58.0,25.1,2.7,6.5,0.416,0.0,,2.7,0.416,0.416,0.5,1.2,0.441,2.7,4.3,7.0,0.8,0.5,2.7,1.4,5.9,2000-01,0.42,0.19,
Dion Glover,ATL,57.0,16.3,2.5,5.9,0.42,0.2,0.196,2.3,0.455,0.433,0.8,1.2,0.681,0.7,1.6,2.3,1.2,0.9,0.2,0.9,5.9,2000-01,0.46,0.1,
Desmond Mason,SEA,78.0,19.5,2.4,5.6,0.431,0.2,0.269,2.2,0.46,0.451,0.9,1.2,0.736,0.9,2.3,3.2,0.8,0.5,0.3,0.7,5.9,2000-01,0.48,0.08,
Milt Palacio,BOS,58.0,19.7,2.2,4.6,0.472,0.2,0.333,2.0,0.494,0.494,1.3,1.6,0.848,0.4,1.3,1.8,2.6,0.8,0.0,1.4,5.9,2000-01,0.56,0.12,
John Wallace,DET,40.0,13.2,2.5,5.9,0.424,0.1,0.133,2.5,0.443,0.428,0.9,1.1,0.778,0.6,1.5,2.1,0.6,0.3,0.4,0.9,5.9,2000-01,0.46,0.12,
Matt Bullard,HOU,61.0,16.4,2.1,5.0,0.423,1.4,0.404,0.7,0.467,0.564,0.2,0.2,0.714,0.4,1.8,2.1,0.7,0.2,0.1,0.2,5.8,2000-01,0.57,0.1,
Emanual Davis,SEA,62.0,20.8,2.1,5.1,0.418,0.8,0.394,1.3,0.435,0.497,0.7,0.9,0.818,0.5,2.0,2.5,2.2,1.0,0.2,1.2,5.8,2000-01,0.53,0.12,
Chris Mullin,GSW,20.0,18.7,1.8,5.3,0.34,1.0,0.365,0.9,0.315,0.429,1.2,1.4,0.857,0.5,1.6,2.1,1.0,0.8,0.5,1.0,5.8,2000-01,0.49,0.28,
Sherman Douglas,NJN,59.0,18.5,2.1,5.1,0.403,0.1,0.2,1.9,0.433,0.416,1.5,1.9,0.748,0.4,0.9,1.3,2.4,0.6,0.1,1.3,5.7,2000-01,0.48,0.09,
Robert Traylor,CLE,70.0,17.3,2.3,4.6,0.497,0.0,0.0,2.3,0.5,0.497,1.1,2.0,0.567,1.8,2.5,4.3,0.9,0.7,1.1,1.4,5.7,2000-01,0.52,0.12,
Danny Ferry,SAS,80.0,21.1,2.2,4.7,0.475,0.9,0.449,1.4,0.493,0.568,0.3,0.4,0.733,0.7,2.1,2.8,0.9,0.4,0.3,0.6,5.6,2000-01,0.57,0.08,
Avery Johnson,SAS,55.0,23.5,2.4,5.5,0.447,0.0,0.167,2.4,0.452,0.448,0.7,1.1,0.683,0.4,1.2,1.5,4.3,0.6,0.1,1.1,5.6,2000-01,0.47,0.14,
David Vanterpool,WAS,22.0,18.7,2.1,5.0,0.418,0.0,0.0,2.1,0.442,0.418,1.4,2.3,0.6,0.7,1.0,1.7,3.0,1.0,0.1,1.7,5.5,2000-01,0.46,0.26,
Mateen Cleaves,DET,78.0,16.3,2.1,5.1,0.4,0.1,0.294,2.0,0.405,0.406,1.2,1.8,0.708,0.3,1.4,1.7,2.7,0.6,0.0,1.8,5.4,2000-01,0.46,0.06,
Sean Rooks,LAC,82.0,18.9,2.1,4.8,0.428,0.0,0.5,2.0,0.427,0.429,1.3,1.7,0.748,1.1,2.6,3.7,0.9,0.4,0.8,0.9,5.4,2000-01,0.49,0.09,
Calvin Booth,2TM,55.0,17.0,2.2,4.6,0.476,0.0,,2.2,0.476,0.476,1.0,1.4,0.679,1.4,3.1,4.5,0.8,0.5,2.0,1.0,5.3,2000-01,0.51,0.17,
Rodney Buford,PHI,47.0,12.2,2.2,5.1,0.432,0.3,0.421,1.9,0.433,0.465,0.5,0.6,0.828,0.3,1.2,1.6,0.4,0.4,0.1,0.6,5.3,2000-01,0.49,0.09,
Olden Polynice,UTA,81.0,20.0,2.5,5.1,0.496,0.0,0.0,2.5,0.498,0.496,0.2,0.8,0.262,1.9,2.7,4.7,0.4,0.3,1.0,1.0,5.3,2000-01,0.49,0.09,
Brian Shaw,LAL,80.0,22.9,2.1,5.1,0.399,0.5,0.311,1.5,0.442,0.45,0.6,0.8,0.797,0.6,3.2,3.8,3.2,0.6,0.3,1.2,5.3,2000-01,0.49,0.11,
